class_name,col_va,col_offset,vtable_start,vtable_end,slot_count,slot3_value,stop_reason
.?AV?$ArkObjectClassImpl@VArkParameterCampaign@@$0EOEE@@@,0x00AA91D4,0,0x00A870F4,0x00A870FC,2,0x00000000,non_code:0xaa9220
.?AV?$ArkObjectClassImpl@VArkPersonalAvatarObject@@$0EOEG@@@,0x00AA9220,0,0x00A87100,0x00A87108,2,0x00000000,non_code:0xaa926c
.?AV?$ArkObjectClassImpl@VArkParameterGarmentClass@@$0EOEI@@@,0x00AA926C,0,0x00A8710C,0x00A87114,2,0x00000000,non_code:0xaa92b8
.?AV?$ArkObjectClassImpl@VArkParameterCreatureClasses@@$0EOCO@@@,0x00AA92B8,0,0x00A87118,0x00A87120,2,0x00000000,non_code:0xaa9304
.?AV?$ArkObjectClassImpl@VArkParameterCategory@@$0EOEH@@@,0x00AA9304,0,0x00A87124,0x00A8712C,2,0x00000000,non_code:0xaa9350
.?AVArkDockingStationObject@@,0x00AA9350,0,0x00A87130,0x00A87148,6,0x007263E0,non_code:0xaa939c
.?AV?$ArkObjectClassT@VArkDockingStationObject@@@@,0x00AA939C,0,0x00A8714C,0x00A87154,2,0x00000000,non_code:0xaa93e8
.?AVArkDockingPlatformObject@@,0x00AA93E8,0,0x00A87158,0x00A87170,6,0x007263E0,non_code:0xaa9434
.?AV?$ArkObjectClassT@VArkDockingPlatformObject@@@@,0x00AA9434,0,0x00A87174,0x00A8717C,2,0x00000000,non_code:0xaa9480
.?AVArkSpaceshipObject@@,0x00AA9480,0,0x00A87180,0x00A87198,6,0x007263E0,non_code:0xaa94cc
.?AV?$ArkObjectClassT@VArkSpaceshipObject@@@@,0x00AA94CC,0,0x00A8719C,0x00A871A4,2,0x00000000,non_code:0xaa9518
.?AV?$ArkObjectImpl@$0EOCI@VArkTicketEventObject@@VArkServerTicketEventImpl@@VArkClientTicketEventImpl@@@@,0x00AA9518,0,0x00A871A8,0x00A871C0,6,0x007263E0,non_code:0xaa9564
.?AVArkTicketEventObject@@,0x00AA9564,0,0x00A871C4,0x00A871DC,6,0x007420F0,non_code:0xaa95b4
.?AV?$ArkObjectClassT@VArkPlayerSettingsObject@@@@,0x00AA95B4,0,0x00A871E0,0x00A871E8,2,0x00000000,non_code:0xaa9600
.?AVArkPlayerSettingsObject@@,0x00AA9600,0,0x00A871EC,0x00A87204,6,0x00742950,non_code:0xaa964c
.?AVArkTeamObject@@,0x00AA964C,0,0x00A87208,0x00A87220,6,0x007263E0,non_code:0xaa9698
.?AV?$ArkObjectClassT@VArkTeamObject@@@@,0x00AA9698,0,0x00A87224,0x00A8722C,2,0x00000000,non_code:0x6973
.?AV?$ArkObjectImpl@$0EOCP@VArkParameterSetObject@@VArkObjectClassInterface@@V2@@@,0x00AA96E4,0,0x00A87244,0x00A8725C,6,0x007263E0,non_code:0xaa9730
.?AVArkParameterSetObject@@,0x00AA9730,0,0x00A87260,0x00A87278,6,0x007263E0,non_code:0xe0000000
.?AV?$ArkObjectImpl@$0EOCF@VArkParameterBlueprintBook@@VArkObjectClassInterface@@V2@@@,0x00AA9780,0,0x00A87290,0x00A872A8,6,0x007263E0,non_code:0xaa97cc
.?AVArkParameterBlueprintBook@@,0x00AA97CC,0,0x00A872AC,0x00A872C4,6,0x007263E0,non_code:0x3d4ccccd
.?AV?$ArkObjectImpl@$0FNME@VArkLandAreaObject@@VArkServerLandAreaImpl@@VArkClientLandAreaImpl@@@@,0x00AA981C,0,0x00A872CC,0x00A872E4,6,0x007263E0,non_code:0xaa9868
.?AVArkLandAreaObject@@,0x00AA9868,0,0x00A872E8,0x00A87300,6,0x007263E0,non_code:0x3ecccccc
.?AVArkElevatorObject@@,0x00AA98B8,0,0x00A8730C,0x00A87324,6,0x007263E0,non_code:0xaa9904
.?AV?$ArkObjectClassT@VArkElevatorObject@@@@,0x00AA9904,0,0x00A87328,0x00A87330,2,0x00000000,non_code:0x9999999a
.?AV?$ArkObjectImpl@$0EOCL@VArkParameterCreature@@VArkObjectClassInterface@@V2@@@,0x00AA9950,0,0x00A8736C,0x00A87384,6,0x007263E0,non_code:0xaa999c
.?AVArkParameterCreature@@,0x00AA999C,0,0x00A87388,0x00A873A0,6,0x007263E0,non_code:0x0
.?AV?$ArkObjectImpl@$0EOEC@VArkRealWorldItem@@VArkServerRealWorldItemImpl@@VArkClientRealWorldItemImpl@@@@,0x00AA99EC,0,0x00A873BC,0x00A873D4,6,0x007263E0,non_code:0xaa9a38
.?AVArkRealWorldItem@@,0x00AA9A38,0,0x00A873D8,0x00A873F0,6,0x007263E0,non_code:0xaa9a88
.?AV?$ArkObjectImpl@$0FNNB@VArkEstateObject@@VArkServerEstateImpl@@VArkClientEstateImpl@@@@,0x00AA9A88,0,0x00A873F4,0x00A8740C,6,0x007263E0,non_code:0xaa9ad4
.?AVArkEstateObject@@,0x00AA9AD4,0,0x00A87410,0x00A87428,6,0x007516C0,non_code:0x0
.?AV?$ArkObjectImpl@$0EOEA@VArkParameterServerGlobal@@VArkObjectClassInterface@@V2@@@,0x00AA9B24,0,0x00A87750,0x00A87768,6,0x007263E0,non_code:0xaa9b70
.?AVArkParameterServerGlobal@@,0x00AA9B70,0,0x00A8776C,0x00A87784,6,0x007263E0,non_code:0xaa9bc0
.?AV?$ArkObjectImpl@$0EOCA@VArkExampleObject@@VArkObjectClassInterface@@V2@@@,0x00AA9BC0,0,0x00A87788,0x00A877A0,6,0x007263E0,non_code:0xaa9c0c
.?AVArkExampleObject@@,0x00AA9C0C,0,0x00A877A4,0x00A877BC,6,0x007263E0,non_code:0xaa9c5c
.?AV?$ArkObjectImpl@$0EODN@VArkParameterTransformation@@VArkObjectClassInterface@@V2@@@,0x00AA9C5C,0,0x00A877C0,0x00A877D8,6,0x007263E0,non_code:0xaa9ca8
.?AVArkParameterTransformation@@,0x00AA9CA8,0,0x00A877DC,0x00A877F4,6,0x007263E0,non_code:0xaa9cf8
.?AV?$ArkObjectImpl@$0EOCB@VArkParameterAction@@VArkObjectClassInterface@@V2@@@,0x00AA9CF8,0,0x00A877F8,0x00A87810,6,0x007263E0,non_code:0xaa9d44
.?AVArkParameterAction@@,0x00AA9D44,0,0x00A87814,0x00A8782C,6,0x007263E0,non_code:0xaa9d94
.?AV?$ArkObjectImpl@$0EODO@VArkParameterContainer@@VArkObjectClassInterface@@V2@@@,0x00AA9D94,0,0x00A87830,0x00A87848,6,0x007263E0,non_code:0xaa9de0
.?AVArkParameterContainer@@,0x00AA9DE0,0,0x00A8784C,0x00A87864,6,0x007263E0,non_code:0xaa9e30
.?AV?$ArkObjectImpl@$0EODF@VArkParameterServerLocal@@VArkObjectClassInterface@@V2@@@,0x00AA9E30,0,0x00A87868,0x00A87880,6,0x007263E0,non_code:0xaa9e7c
.?AVArkParameterServerLocal@@,0x00AA9E7C,0,0x00A87884,0x00A8789C,6,0x007263E0,non_code:0xaa9ecc
.?AV?$ArkObjectImpl@$0EOCC@VArkParameterArmor@@VArkObjectClassInterface@@V2@@@,0x00AA9ECC,0,0x00A878A0,0x00A878B8,6,0x007263E0,non_code:0xaa9f18
.?AVArkParameterArmor@@,0x00AA9F18,0,0x00A878BC,0x00A878D4,6,0x007263E0,non_code:0xaa9f68
.?AV?$ArkObjectImpl@$0EOEB@VArkRealWorldProvider@@VArkObjectClassInterface@@V2@@@,0x00AA9F68,0,0x00A878D8,0x00A878F0,6,0x007263E0,non_code:0xaa9fb4
.?AVArkRealWorldProvider@@,0x00AA9FB4,0,0x00A878F4,0x00A8790C,6,0x007263E0,non_code:0xaaa004
.?AV?$ArkObjectImpl@$0EOCJ@VArkParameterClothes@@VArkObjectClassInterface@@V2@@@,0x00AAA004,0,0x00A87910,0x00A87928,6,0x007263E0,non_code:0xaaa050
.?AVArkParameterClothes@@,0x00AAA050,0,0x00A8792C,0x00A87944,6,0x007263E0,non_code:0xaaa0a0
.?AV?$ArkObjectImpl@$0EOEL@VArkParameterMakeup@@VArkObjectFileStorage@@VArkObjectClassInterface@@@@,0x00AAA0A0,0,0x00A87948,0x00A87960,6,0x007263E0,non_code:0xaaa0ec
.?AVArkParameterMakeup@@,0x00AAA0EC,0,0x00A87964,0x00A8797C,6,0x007263E0,non_code:0xaaa13c
.?AV?$ArkObjectImpl@$0EOCM@VArkParameterMiscellaneous@@VArkObjectClassInterface@@V2@@@,0x00AAA13C,0,0x00A87980,0x00A87998,6,0x007263E0,non_code:0xaaa188
.?AVArkParameterMiscellaneous@@,0x00AAA188,0,0x00A8799C,0x00A879B4,6,0x007263E0,non_code:0xaaa1d8
.?AV?$ArkObjectImpl@$0EOCN@VArkParameterProfitPlan@@VArkObjectClassInterface@@V2@@@,0x00AAA1D8,0,0x00A879B8,0x00A879D0,6,0x007263E0,non_code:0xaaa224
.?AVArkParameterProfitPlan@@,0x00AAA224,0,0x00A879D4,0x00A879EC,6,0x007263E0,non_code:0x666f7270
.?AV?$ArkObjectImpl@$0EOCK@VArkParameterPlayList@@VArkObjectClassInterface@@V2@@@,0x00AAA274,0,0x00A879FC,0x00A87A14,6,0x007263E0,non_code:0xaaa2c0
.?AVArkParameterPlayList@@,0x00AAA2C0,0,0x00A87A18,0x00A87A30,6,0x007263E0,non_code:0xaaa310
.?AV?$ArkObjectImpl@$0EOEE@VArkParameterCampaign@@VArkServerParameterCampaignImpl@@VArkObjectClassInterface@@@@,0x00AAA310,0,0x00A87A34,0x00A87A4C,6,0x007263E0,non_code:0xaaa35c
.?AVArkParameterCampaign@@,0x00AAA35C,0,0x00A87A50,0x00A87A68,6,0x007263E0,non_code:0xaaa3ac
.?AV?$ArkObjectImpl@$0EOEH@VArkParameterCategory@@VArkObjectClassInterface@@V2@@@,0x00AAA3AC,0,0x00A87A6C,0x00A87A84,6,0x007263E0,non_code:0xaaa3f8
.?AVArkParameterCategory@@,0x00AAA3F8,0,0x00A87A88,0x00A87AA0,6,0x007263E0,non_code:0xaaa448
.?AVArkResourceSpawnerObject@@,0x00AAA448,0,0x00A87AA4,0x00A87ABC,6,0x007263E0,non_code:0xaaa494
.?AV?$ArkObjectClassT@VArkResourceSpawnerObject@@@@,0x00AAA494,0,0x00A87AC0,0x00A87AC8,2,0x00000000,non_code:0xaaa4e0
.?AVArkInteractiveObjectSpawnerObject@@,0x00AAA4E0,0,0x00A87ACC,0x00A87AE4,6,0x007263E0,non_code:0xaaa52c
.?AV?$ArkObjectClassT@VArkInteractiveObjectSpawnerObject@@@@,0x00AAA52C,0,0x00A87AE8,0x00A87AF0,2,0x00000000,non_code:0x66
.?AVArkDungeonSpawnerObject@@,0x00AAA578,0,0x00A87AF8,0x00A87B10,6,0x007263E0,non_code:0xaaa5c4
.?AV?$ArkObjectClassT@VArkDungeonSpawnerObject@@@@,0x00AAA5C4,0,0x00A87B14,0x00A87B1C,2,0x00000000,non_code:0x6666
.?AVArkDungeonRoomObject@@,0x00AAA610,0,0x00A87B24,0x00A87B3C,6,0x007263E0,non_code:0xaaa65c
.?AV?$ArkObjectClassT@VArkDungeonRoomObject@@@@,0x00AAA65C,0,0x00A87B40,0x00A87B48,2,0x00000000,non_code:0xaaa6a8
.?AV?$ArkObjectClassT@VArkDungeonObject@@@@,0x00AAA6A8,0,0x00A87B4C,0x00A87B54,2,0x00000000,non_code:0xaaa6f4
.?AVArkDungeonObject@@,0x00AAA6F4,0,0x00A87B58,0x00A87B70,6,0x007263E0,non_code:0xaaa740
.?AVArkCreatureSpawnerObject@@,0x00AAA740,0,0x00A87B74,0x00A87B8C,6,0x007263E0,non_code:0xaaa78c
.?AV?$ArkObjectClassT@VArkCreatureSpawnerObject@@@@,0x00AAA78C,0,0x00A87B90,0x00A87B98,2,0x00000000,non_code:0xaaa7d8
.?AVArkEffectTriggerObject@@,0x00AAA7D8,0,0x00A87B9C,0x00A87BB4,6,0x007263E0,non_code:0xaaa824
.?AV?$ArkObjectClassT@VArkEffectTriggerObject@@@@,0x00AAA824,0,0x00A87BB8,0x00A87BC0,2,0x00000000,non_code:0xaaa870
.?AVArkWormholeObject@@,0x00AAA870,0,0x00A87BC4,0x00A87BDC,6,0x007263E0,non_code:0xaaa8bc
.?AV?$ArkObjectClassT@VArkWormholeObject@@@@,0x00AAA8BC,0,0x00A87BE0,0x00A87BE8,2,0x00000000,non_code:0xaaa908
.?AVArkServerObject@@,0x00AAA908,0,0x00A87BEC,0x00A87C04,6,0x007263E0,non_code:0xaaa954
.?AV?$ArkObjectClassT@VArkServerObject@@@@,0x00AAA954,0,0x00A87C08,0x00A87C10,2,0x00000000,non_code:0x69696976
.?AVArkDecoyObject@@,0x00AAA9A0,0,0x00A87C20,0x00A87C38,6,0x007263E0,non_code:0xaaa9ec
.?AV?$ArkObjectClassT@VArkDecoyObject@@@@,0x00AAA9EC,0,0x00A87C3C,0x00A87C44,2,0x00000000,non_code:0x3e
.?AV?$NiTArray@V?$NiPointer@VNiD3DTextureStage@@@@@@,0x00AAAA38,0,0x00A87C78,0x00A87C7C,1,0x00000000,non_code:0xaaaa80
.?AVNiD3DPass@@,0x00AAAA80,0,0x00A87C80,0x00A87C98,6,0x00766DD0,non_code:0x5753
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PAVNiVBBlock@@PAVPrePackObject@NiDX9Renderer@@@@,0x00AAAAC8,0,0x00A87CEC,0x00A87D08,7,0x0077F7B0,non_code:0xaaab10
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PAUHWND__@@PAVNiDX9OnscreenRenderTarget@@@@,0x00AAAB10,0,0x00A87D0C,0x00A87D28,7,0x0077F7B0,non_code:0xaaab58
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PAVNiRenderedTexture@@PAVNiDX9RenderedTextureData@@@@,0x00AAAB58,0,0x00A87D2C,0x00A87D48,7,0x0077F7B0,non_code:0xaaaba0
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PAVNiRenderedCubeMap@@PAVNiDX9RenderedCubeMapData@@@@,0x00AAABA0,0,0x00A87D4C,0x00A87D68,7,0x0077F7B0,non_code:0xaaabe8
.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@PAVNiD3DShaderInterface@@@@,0x00AAABE8,0,0x00A87D6C,0x00A87D78,3,0x00000000,non_code:0xaaac30
.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@I@@,0x00AAAC30,0,0x00A87D7C,0x00A87D88,3,0x00000000,non_code:0xaaac78
.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@I@@,0x00AAAC78,0,0x00A87D8C,0x00A87D98,3,0x00000000,non_code:0xaaacc4
.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@PAVNiD3DShaderInterface@@@@,0x00AAACC4,0,0x00A87D9C,0x00A87DA8,3,0x00000000,non_code:0x61657243
.?AV?$NiTPointerMap@PAVNiVBBlock@@PAVPrePackObject@NiDX9Renderer@@@@,0x00AAAD10,0,0x00A87EE4,0x00A87F00,7,0x0077F7B0,non_code:0xaaad5c
.?AV?$NiTPointerMap@PAUHWND__@@PAVNiDX9OnscreenRenderTarget@@@@,0x00AAAD5C,0,0x00A87F04,0x00A87F20,7,0x0077F7B0,non_code:0xaaada8
.?AV?$NiTPointerMap@PAVNiRenderedTexture@@PAVNiDX9RenderedTextureData@@@@,0x00AAADA8,0,0x00A87F24,0x00A87F40,7,0x0077F7B0,non_code:0xaaadf4
.?AV?$NiTPointerMap@PAVNiRenderedCubeMap@@PAVNiDX9RenderedCubeMapData@@@@,0x00AAADF4,0,0x00A87F44,0x00A87F60,7,0x0077F7B0,non_code:0xaaae40
.?AV?$NiTPointerList@I@@,0x00AAAE40,0,0x00A87F64,0x00A87F70,3,0x00000000,non_code:0xaaae90
.?AV?$NiTPointerList@PAVNiD3DShaderInterface@@@@,0x00AAAE90,0,0x00A87F74,0x00A87F80,3,0x00000000,non_code:0xaaaee0
.?AVNiDX9Renderer@@,0x00AAAEE0,0,0x00A87F84,0x00A880E0,87,0x00864230,non_code:0x61657243
.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@PAVNiShaderAttributeDesc@@@@,0x00AAAF70,0,0x00A88204,0x00A88210,3,0x00000000,non_code:0xaaafb8
.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@PAVNiShaderAttributeDesc@@@@,0x00AAAFB8,0,0x00A88214,0x00A88220,3,0x00000000,non_code:0xaab004
.?AV?$NiTPointerList@PAVNiShaderAttributeDesc@@@@,0x00AAB004,0,0x00A88224,0x00A88230,3,0x00000000,non_code:0xaab090
.?AV?$NiTArray@V?$NiPointer@VNiD3DPass@@@@@@,0x00AAB090,0,0x00A88234,0x00A88238,1,0x00000000,non_code:0xaab0d8
.?AVNiD3DShader@@,0x00AAB0D8,0,0x00A8823C,0x00A882A0,25,0x0076ED40,non_code:0xaab0ec
.?AVNiD3DXEffectShader@@,0x00AAB0EC,0,0x00A882A4,0x00A88308,25,0x00772490,non_code:0x3344694e
.?AUNiD3DXEffectStateManager@@,0x00AAB100,0,0x00A88444,0x00A8849C,22,0x007744D0,non_code:0xaab1bc
.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@V?$NiPointer@VNiPSysModifier@@@@@@,0x00AAB1BC,0,0x00A884A0,0x00A884AC,3,0x00000000,non_code:0xaab204
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDPAVNiPSysModifier@@@@,0x00AAB204,0,0x00A884B0,0x00A884CC,7,0x0077F7B0,non_code:0xaab24c
.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@V?$NiPointer@VNiPSysModifier@@@@@@,0x00AAB24C,0,0x00A884D0,0x00A884DC,3,0x00000000,non_code:0xaab298
.?AV?$NiTPointerMap@PBDPAVNiPSysModifier@@@@,0x00AAB298,0,0x00A884E0,0x00A884FC,7,0x0077F7B0,non_code:0xaab2e4
.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDPAVNiPSysModifier@@@@PAVNiPSysModifier@@@@,0x00AAB2E4,0,0x00A88500,0x00A8851C,7,0x007A8320,non_code:0xaab334
.?AV?$NiTPointerList@V?$NiPointer@VNiPSysModifier@@@@@@,0x00AAB334,0,0x00A88520,0x00A8852C,3,0x00000000,non_code:0x6c726f57
.?AV?$NiTStringPointerMap@PAVNiPSysModifier@@@@,0x00AAB384,0,0x00A8853C,0x00A88558,7,0x007A8320,non_code:0xaab3d8
.?AVNiParticleSystem@@,0x00AAB3D8,0,0x00A8855C,0x00A88614,46,0x00775880,non_code:0x6150694e
.?AV?$NiTArray@PAD@@,0x00AAB504,0,0x00A8899C,0x00A889A0,1,0x00000000,non_code:0xaab54c
.?AV?$NiTArray@PAVNiObjectNET@@@@,0x00AAB54C,0,0x00A889A4,0x00A889A8,1,0x00000000,non_code:0x500a7325
.?AV?$NiTArray@V?$NiPointer@VNiTimeController@@@@@@,0x00AAB594,0,0x00A889C0,0x00A889C4,1,0x00000000,non_code:0xaab5dc
.?AVNiControllerSequence@@,0x00AAB5DC,0,0x00A889C8,0x00A88A00,14,0x0077B270,non_code:0x504f5250
.?AVNiKeyframeController@@,0x00AAB62C,0,0x00A88A3C,0x00A88AA8,27,0x0077BFB0,non_code:0xe0000000
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PBDI@@,0x00AAB680,0,0x00A88AD4,0x00A88AF0,7,0x0077F7B0,non_code:0xaab6c8
.?AV?$NiTArray@V?$NiPointer@VNiControllerSequence@@@@@@,0x00AAB6C8,0,0x00A88AF4,0x00A88AF8,1,0x00000000,non_code:0xaab710
.?AV?$NiTPointerMap@PBDI@@,0x00AAB710,0,0x00A88AFC,0x00A88B18,7,0x0077F7B0,non_code:0xaab75c
.?AV?$NiTStringTemplateMap@V?$NiTPointerMap@PBDI@@I@@,0x00AAB75C,0,0x00A88B1C,0x00A88B38,7,0x007A8320,non_code:0xaab7ac
.?AVNiControllerManager@@,0x00AAB7AC,0,0x00A88B3C,0x00A88BAC,28,0x0077D130,non_code:0xaab800
.?AV?$NiTStringPointerMap@I@@,0x00AAB800,0,0x00A88BB0,0x00A88BCC,7,0x007A8320,non_code:0x6f43694e
.?AV?$NiTArray@V?$NiPointer@VNiTexture@@@@@@,0x00AAB854,0,0x00A88BE4,0x00A88BE8,1,0x00000000,non_code:0xaab89c
.?AVNiFlipController@@,0x00AAB89C,0,0x00A88BEC,0x00A88C58,27,0x0077E6F0,non_code:0x6c46694e
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@IPAVNiDX9VBInfo@NiDX9VertexBufferManager@@@@,0x00AAB8F0,0,0x00A88CAC,0x00A88CC8,7,0x0077F7B0,non_code:0xaab938
.?AV?$NiTPointerMap@IPAVNiDX9VBInfo@NiDX9VertexBufferManager@@@@,0x00AAB938,0,0x00A88CCC,0x00A88CE8,7,0x0077F7B0,non_code:0xaab984
.?AVNiDX9VertexBufferManager@@,0x00AAB984,0,0x00A88CEC,0x00A88CF4,2,0x00000000,non_code:0x3344694e
.?AVNiPSysGravityModifier@@,0x00AAB9D0,0,0x00A88D04,0x00A88D4C,18,0x00780BF0,non_code:0x0
.?AVNiPSysRotationModifier@@,0x00AABA60,0,0x00A88DE4,0x00A88E2C,18,0x00781590,non_code:0x74696e49
.?AVNiPSysColliderManager@@,0x00AABAB4,0,0x00A88E64,0x00A88EAC,18,0x00781C50,non_code:0x0
.?AVNiPSysVolumeEmitter@@,0x00AABB08,0,0x00A88EB4,0x00A88F0C,22,0x00864230,non_code:0x74696d45
.?AVNiPSysSphereEmitter@@,0x00AABBA0,0,0x00A88F34,0x00A88F8C,22,0x00782270,non_code:0x69646152
.?AVNiPSysBoxEmitter@@,0x00AABBFC,0,0x00A88F9C,0x00A88FF4,22,0x007825A0,non_code:0x74706544
.?AVNiPSysUpdateCtlr@@,0x00AABC58,0,0x00A89014,0x00A89080,27,0x00782A00,non_code:0xaabcac
.?AVNiPSysResetOnLoopCtlr@@,0x00AABCAC,0,0x00A89084,0x00A890F0,27,0x00782BF0,non_code:0xaabd00
.?AVNiPSysEmitterCtlr@@,0x00AABD00,0,0x00A890F4,0x00A89164,28,0x00783A60,non_code:0x0
.?AVNiPSysTurbulenceFieldModifier@@,0x00AABD98,0,0x00A8916C,0x00A891B4,18,0x00783ED0,non_code:0x71657246
.?AVNiPSysDragModifier@@,0x00AABE30,0,0x00A891C4,0x00A8920C,18,0x00784670,non_code:0x0
.?AVNiPSysDragFieldModifier@@,0x00AABE84,0,0x00A8925C,0x00A892A4,18,0x00784CA0,non_code:0x65726944
.?AVNiPSysBombModifier@@,0x00AABEDC,0,0x00A892C4,0x00A8930C,18,0x00785720,non_code:0x6d6d7953
.?AVNiPSysSpawnModifier@@,0x00AABF30,0,0x00A89384,0x00A893D4,20,0x00786590,non_code:0x6566694c
.?AVNiPSysGrowFadeModifier@@,0x00AABF84,0,0x00A89474,0x00A894BC,18,0x00786BD0,non_code:0x65646146
.?AVNiPSysEmitter@@,0x00AABFD8,0,0x00A894FC,0x00A89550,21,0x00864230,non_code:0x0
.?AVNiPSysColorModifier@@,0x00AABFEC,0,0x00A895F4,0x00A8963C,18,0x00787E50,non_code:0x0
.?AVNiPSysPositionModifier@@,0x00AAC040,0,0x00A89644,0x00A8968C,18,0x00788170,non_code:0xaac094
.?AV?$NiTArray@V?$NiPointer@VNiAVObject@@@@@@,0x00AAC094,0,0x00A89690,0x00A89694,1,0x00000000,non_code:0x0
.?AVNiPSysMeshUpdateModifier@@,0x00AAC0DC,0,0x00A8969C,0x00A896E4,18,0x00788BE0,non_code:0x0
.?AVNiPSysBoundUpdateModifier@@,0x00AAC130,0,0x00A896EC,0x00A89734,18,0x00788DD0,non_code:0x61647055
.?AVNiPSysAgeDeathModifier@@,0x00AAC184,0,0x00A89744,0x00A8978C,18,0x00789130,non_code:0x77617053
.?AVNiPSysSphericalCollider@@,0x00AAC1D8,0,0x00A897B4,0x00A897F4,16,0x00789AD0,non_code:0x6c6c6f43
.?AVNiPSysPlanarCollider@@,0x00AAC268,0,0x00A89814,0x00A89854,16,0x0078A7A0,non_code:0x78412d59
.?AVNiDX9SourceTextureData@@,0x00AAC2BC,0,0x00A8993C,0x00A8996C,12,0x004140D0,non_code:0x0
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@W4_D3DFORMAT@@PAV?$NiTPointerList@I@@@@,0x00AAC378,0,0x00A89D64,0x00A89D80,7,0x0077F7B0,non_code:0xaac3c0
.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@PAVDisplayFormatInfo@NiDX9DeviceDesc@@@@,0x00AAC3C0,0,0x00A89D84,0x00A89D90,3,0x00000000,non_code:0xaac408
.?AV?$NiTArray@PAVModeDesc@NiDX9AdapterDesc@@@@,0x00AAC408,0,0x00A89D94,0x00A89D98,1,0x00000000,non_code:0xaac450
.?AV?$NiTArray@PAVNiDX9AdapterDesc@@@@,0x00AAC450,0,0x00A89D9C,0x00A89DA0,1,0x00000000,non_code:0xaac498
.?AV?$NiTPointerListBase@V?$NiTPointerAllocator@I@@PAVDisplayFormatInfo@NiDX9DeviceDesc@@@@,0x00AAC498,0,0x00A89DA4,0x00A89DB0,3,0x00000000,non_code:0xaac4e4
.?AV?$NiTPointerMap@W4_D3DFORMAT@@PAV?$NiTPointerList@I@@@@,0x00AAC4E4,0,0x00A89DB4,0x00A89DD0,7,0x0077F7B0,non_code:0xaac530
.?AV?$NiTPointerList@PAVDisplayFormatInfo@NiDX9DeviceDesc@@@@,0x00AAC530,0,0x00A89DD4,0x00A89DE0,3,0x00000000,non_code:0xaac580
.?AVRendererData@NiTexture@@,0x00AAC580,0,0x00A89DE4,0x00A89DF8,5,0x0095D4FA,non_code:0xaac594
.?AVNiDX9TextureData@@,0x00AAC594,0,0x00A89DFC,0x00A89E24,10,0x004140D0,non_code:0xaac5a8
.?AVNiDX9RenderTarget@@,0x00AAC5A8,0,0x00A89E28,0x00A89E38,4,0x0078EFC0,non_code:0x5844694e
.?AVNiDX9TextureRenderTarget@@,0x00AAC628,0,0x00A89EAC,0x00A89EBC,4,0x0078F400,non_code:0x0
.?AVNiDX9ImplicitRenderTarget@@,0x00AAC674,0,0x00A89F14,0x00A89F2C,6,0x0078F790,non_code:0x5844694e
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@IPAVNiDX9IBInfo@NiDX9IndexBufferManager@@@@,0x00AAC6C4,0,0x00A89FE0,0x00A89FFC,7,0x0077F7B0,non_code:0x0
.?AV?$NiTPointerMap@IPAVNiDX9IBInfo@NiDX9IndexBufferManager@@@@,0x00AAC70C,0,0x00A8A140,0x00A8A15C,7,0x0077F7B0,non_code:0xaac758
.?AVNiDX9IndexBufferManager@@,0x00AAC758,0,0x00A8A160,0x00A8A168,2,0x00000000,non_code:0xaac7a4
.?AVNiDX9SourceCubeMapData@@,0x00AAC7A4,0,0x00A8A16C,0x00A8A19C,12,0x004140D0,non_code:0x0
.?AVRendererData@NiBltSource@@,0x00AAC7F8,0,0x00A8A284,0x00A8A290,3,0x00000000,non_code:0xaac840
.?AVNiDX9BltSourceData@@,0x00AAC840,0,0x00A8A294,0x00A8A2A0,3,0x00000000,non_code:0x5844694e
.?AVNiD3DShaderInterface@@,0x00AAC88C,0,0x00A8A37C,0x00A8A3DC,24,0x0076ED40,non_code:0x3344694e
.?AV?$NiTMapBase@V?$NiTPointerAllocator@I@@PAVNiLight@@PAVLightEntry@NiDX9LightManager@@@@,0x00AAC8A0,0,0x00A8A3F8,0x00A8A414,7,0x0077F7B0,non_code:0xaac8e8
.?AV?$NiTListBase@V?$NiTPointerAllocator@I@@PAVNiLight@@@@,0x00AAC8E8,0,0x00A8A418,0x00A8A424,3,0x00000000,non_code:0xaac930
