class_name,col_va,col_offset,vtable_start,vtable_end,slot_count,slot3_value,stop_reason
.?AVMaTerrainManagerRuntime@@,0x00AA1A34,4,0x00A7F420,0x00A7F42C,3,0x00000000,non_code:0xaa1920
.?AVMaTerrainManagerRuntime@@,0x00AA1920,0,0x00A7F430,0x00A7F438,2,0x00000000,non_code:0x3f800000
.?AVArkPvPTradeUI@@,0x00AA1A48,0,0x00A7F474,0x00A7F504,36,0x007E19D0,non_code:0x72756f59
.?AVArkClientAuctionServerResponseInterface@@,0x00AA1A98,0,0x00A7F528,0x00A7F57C,21,0x0095D4FA,non_code:0xaa1b50
.?AVArkAuctionUI@@,0x00AA1B50,20,0x00A7F580,0x00A7F5B4,13,0x00555820,non_code:0x0
.?AVArkAuctionUI@@,0x00AA1AE0,0,0x00A7F5BC,0x00A7F64C,36,0x007E19D0,non_code:0x0
.?AVArkTargetUI@@,0x00AA1B64,0,0x00A7F654,0x00A7F6E4,36,0x007E19D0,non_code:0x0
.?AVPlayerList_Impl@ArkUI@@,0x00AA1BB4,0,0x00A7F704,0x00A7F824,72,0x00775CA0,non_code:0x0
.?AVItemList_Impl@ArkUI@@,0x00AA1C08,0,0x00A7F82C,0x00A7F95C,76,0x00775CA0,non_code:0x0
.?AVArkStatusBarUI@@,0x00AA1C5C,0,0x00A7F964,0x00A7F9FC,38,0x007E19D0,non_code:0x454e574f
.?AV?$ArkClientObjectImpl@VArkAIAgentObject@@@@,0x00AA1CAC,0,0x00A7FA2C,0x00A7FA74,18,0x006077C0,non_code:0x0
.?AVArkClientAIAgentImpl@@,0x00AA1D50,0,0x00A7FA7C,0x00A7FAE4,26,0x006077C0,non_code:0xaa1da8
.?AVIClass@GUI@Ark@@,0x00AA1DA8,0,0x00A7FAE8,0x00A7FAF4,3,0x00000000,non_code:0xaa1df0
.?AVGUIClass@ArkAvatarInfoUI@@,0x00AA1DF0,0,0x00A7FAF8,0x00A7FB04,3,0x00000000,non_code:0x74617641
.?AV?$sp_counted_impl_p@VGUIClass@ArkAvatarInfoUI@@@detail@boost@@,0x00AA1E3C,0,0x00A7FB14,0x00A7FB24,4,0x008E0010,non_code:0xaa1e88
.?AV?$lexical_stream_limited_src@DV?$basic_streambuf@DV?$char_traits@D@stlp_std@@@stlp_std@@V?$char_traits@D@2@@detail@boost@@,0x00AA1E88,0,0x00A7FB28,0x00A7FB60,14,0x0095D37C,non_code:0x54415641
.?AVGUIClass@ArkSkillsUI@@,0x00AA1F08,0,0x00A7FC34,0x00A7FC40,3,0x00000000,non_code:0x6c696b53
.?AV?$sp_counted_impl_p@VGUIClass@ArkSkillsUI@@@detail@boost@@,0x00AA1F54,0,0x00A7FC4C,0x00A7FC6C,8,0x008E0010,non_code:0x72666572
.?AV?$ComponentImpl@VArkTicketParticipantUI_Impl@@@ArkUI@@,0x00AA1FA0,0,0x00A7FD38,0x00A7FD40,2,0x00000000,non_code:0xaa1fec
.?AV?$WindowImpl@VArkTicketParticipantUI_Impl@@@ArkUI@@,0x00AA1FEC,0,0x00A7FD44,0x00A7FD4C,2,0x00000000,non_code:0xaa203c
.?AVArkTicketParticipantUI@@,0x00AA203C,0,0x00A7FD50,0x00A7FD58,2,0x00000000,non_code:0xaa2090
.?AVArkTicketParticipantUI_Impl@@,0x00AA2090,0,0x00A7FD5C,0x00A7FE9C,80,0x00775CA0,non_code:0x0
.?AVTablePage_Impl@ArkUI@@,0x00AA20E8,0,0x00A7FEA4,0x00A7FFC4,72,0x00775CA0,non_code:0xaa2180
.?AV?$ComponentImpl@VArkParticipantContentUI_Impl@@@ArkUI@@,0x00AA2180,0,0x00A7FFC8,0x00A7FFD0,2,0x00000000,non_code:0xaa21cc
.?AV?$ComponentImpl@VTablePage_Impl@ArkUI@@@ArkUI@@,0x00AA21CC,0,0x00A7FFD4,0x00A7FFDC,2,0x00000000,non_code:0xaa2218
.?AV?$ComponentImpl@VTable_Impl@ArkUI@@@ArkUI@@,0x00AA2218,0,0x00A7FFE0,0x00A7FFE8,2,0x00000000,non_code:0xaa229c
.?AV?$WindowImpl@VArkParticipantContentUI_Impl@@@ArkUI@@,0x00AA229C,0,0x00A7FFEC,0x00A7FFF4,2,0x00000000,non_code:0xaa22ec
.?AV?$TablePage@$03@ArkUI@@,0x00AA22EC,0,0x00A7FFF8,0x00A80000,2,0x00000000,non_code:0xaa233c
.?AV?$Table@$03@ArkUI@@,0x00AA233C,0,0x00A80004,0x00A8000C,2,0x00000000,non_code:0xaa238c
.?AV?$Row@$03@ArkUI@@,0x00AA238C,0,0x00A80010,0x00A80018,2,0x00000000,non_code:0xaa23dc
.?AVArkParticipantContentUI@@,0x00AA23DC,0,0x00A8001C,0x00A80024,2,0x00000000,non_code:0x0
.?AV?$Row_Impl@$03@ArkUI@@,0x00AA2430,0,0x00A8002C,0x00A8014C,72,0x00775CA0,non_code:0x0
.?AVTable_Impl@ArkUI@@,0x00AA2488,0,0x00A80154,0x00A80274,72,0x00775CA0,non_code:0x0
.?AVArkParticipantContentUI_Impl@@,0x00AA24E0,0,0x00A8027C,0x00A803F4,94,0x00775CA0,non_code:0x0
.?AVArkClientDefaultObjectImpl@@,0x00AA2538,0,0x00A803FC,0x00A8043C,16,0x006077C0,non_code:0x3f400000
.?AVArkMassiveAdObjectSubscriber@@,0x00AA254C,0,0x00A80444,0x00A80454,4,0x0058E470,non_code:0x4b52415f
.?AV?$ArkClientObjectImpl@VArkEstateObject@@@@,0x00AA25CC,0,0x00A80474,0x00A804B4,16,0x006077C0,non_code:0x0
.?AVArkClientEstateImpl@@,0x00AA2670,0,0x00A804BC,0x00A804FC,16,0x006077C0,non_code:0x40233333
.?AVArkRepairUI_Impl@@,0x00AA26C8,0,0x00A805D4,0x00A806F4,72,0x00775CA0,non_code:0xaa2720
.?AV?$ComponentImpl@VArkRepairUI_Impl@@@ArkUI@@,0x00AA2720,0,0x00A806F8,0x00A80700,2,0x00000000,non_code:0xaa276c
.?AVArkRepairUI@@,0x00AA276C,0,0x00A80704,0x00A80710,3,0x00000000,non_code:0xaa27fc
.?AV?$WindowImpl@VArkRepairUI_Impl@@@ArkUI@@,0x00AA27FC,0,0x00A80714,0x00A80764,20,0x0089C330,non_code:0xaa2810
.?AV?$ComponentImpl@VArkTicketAreaUI_Impl@@@ArkUI@@,0x00AA2810,0,0x00A80768,0x00A80770,2,0x00000000,non_code:0xaa285c
.?AV?$WindowImpl@VArkTicketAreaUI_Impl@@@ArkUI@@,0x00AA285C,0,0x00A80774,0x00A8077C,2,0x00000000,non_code:0xaa28ac
.?AVArkTicketAreaUI@@,0x00AA28AC,0,0x00A80780,0x00A80788,2,0x00000000,non_code:0xaa2900
.?AVArkTicketAreaUI_Impl@@,0x00AA2900,0,0x00A8078C,0x00A808CC,80,0x00775CA0,non_code:0xaa298c
.?AV?$sp_counted_impl_p@Ubase@?$signal@$$A6AXXZ@signals@ark@@@detail@boost@@,0x00AA298C,0,0x00A808D0,0x00A808E0,4,0x008E0010,non_code:0xaa29d8
.?AUbase@?$signal@$$A6AXXZ@signals@ark@@,0x00AA29D8,0,0x00A808E4,0x00A80908,9,0x0059F000,non_code:0xaa2a24
.?AV?$ComponentImpl@VArkMakeUpUI_Impl@@@ArkUI@@,0x00AA2A24,0,0x00A8090C,0x00A80914,2,0x00000000,non_code:0x0
.?AVArkMakeUpUI_Impl@@,0x00AA2A70,0,0x00A8091C,0x00A80A3C,72,0x00775CA0,non_code:0xaa2ac8
.?AVArkMakeUpUI@@,0x00AA2AC8,0,0x00A80A40,0x00A80A48,2,0x00000000,non_code:0xaa2b58
.?AV?$WindowImpl@VArkMakeUpUI_Impl@@@ArkUI@@,0x00AA2B58,0,0x00A80A4C,0x00A80A6C,8,0x00585180,non_code:0xaa2b6c
.?AV?$sp_counted_impl_p@VArkClientFileCRCSignal@@@detail@boost@@,0x00AA2B6C,0,0x00A80A70,0x00A80A80,4,0x008E0010,non_code:0xaa2bb8
.?AV?$sp_counted_impl_p@VArkClientFileClassSignal@@@detail@boost@@,0x00AA2BB8,0,0x00A80A84,0x00A80A94,4,0x008E0010,non_code:0xaa2c04
.?AV?$sp_counted_impl_p@VArkClientPlayerFileDescSignal@@@detail@boost@@,0x00AA2C04,0,0x00A80A98,0x00A80AA8,4,0x008E0010,non_code:0x746e6f43
.?AVArkCharDefUI@@,0x00AA2C50,0,0x00A80B04,0x00A80B94,36,0x007E19D0,non_code:0x746e6543
.?AVIArkLog@@,0x00AA2CA0,0,0x00A80BD8,0x00A80BE0,2,0x00000000,non_code:0xaa2d1c
.?AV?$sp_counted_impl_p@VArkTmpLog@@@detail@boost@@,0x00AA2D1C,0,0x00A80BE4,0x00A80BF4,4,0x008E0010,non_code:0xaa2d68
.?AV?$sp_counted_impl_pd@PAXP6AXPAX@Z@detail@boost@@,0x00AA2D68,0,0x00A80BF8,0x00A80C08,4,0x005AFE20,non_code:0xaa2db4
.?AV?$sp_counted_impl_p@VArkClientGUIService@@@detail@boost@@,0x00AA2DB4,0,0x00A80C0C,0x00A80C1C,4,0x008E0010,non_code:0x74736564
.?AVArkTmpLog@@,0x00AA2E00,0,0x00A80C40,0x00A80C50,4,0x0043C4C0,non_code:0x476b7241
.?AVArkClientGUIService@@,0x00AA2E4C,0,0x00A80C60,0x00A80C78,6,0x005B3540,non_code:0xaa2e98
.?AV?$sp_counted_impl_pd@PADU?$checked_array_deleter@D@boost@@@detail@boost@@,0x00AA2E98,0,0x00A80C7C,0x00A80C8C,4,0x005B0CE0,non_code:0x34363835
.?AV?$sp_counted_impl_p@VArkClientDynamicSlave@@@detail@boost@@,0x00AA2EE4,0,0x00A80CE4,0x00A80CF4,4,0x008E0010,non_code:0xaa2f30
.?AVSlave@?$ArkClientDynamic@VArkDynamicGrenade@@VArkClientGrenade@@@@,0x00AA2F30,0,0x00A80CF8,0x00A80D08,4,0x005B5770,non_code:0xaa2fec
.?AVSlave@?$ArkClientDynamic@VArkDynamicRocket@@VArkClientRocket@@@@,0x00AA2FEC,0,0x00A80D0C,0x00A80D34,10,0x005B57B0,non_code:0x0
.?AVArkDisciplesUI@@,0x00AA303C,0,0x00A80D3C,0x00A80DD0,37,0x007E19D0,non_code:0x3f40c0c1
.?AVArkDiscipleIntroductionUI@@,0x00AA308C,0,0x00A80E94,0x00A80F38,41,0x007E19D0,non_code:0x746e654d
.?AVArkMiningSurveyUI@@,0x00AA30DC,0,0x00A80FE4,0x00A81084,40,0x007E19D0,non_code:0x0
.?AVArkLootUI@@,0x00AA312C,0,0x00A8109C,0x00A81134,38,0x007E19D0,non_code:0xaa317c
.?AVCheckboxUIEntry@@,0x00AA317C,0,0x00A81138,0x00A8114C,5,0x0067DAE0,non_code:0xaa31fc
.?AVScrollbarUIEntry@@,0x00AA31FC,0,0x00A81150,0x00A81164,5,0x007E19D0,non_code:0x0
.?AVArkGameOptionsUI@@,0x00AA3248,0,0x00A8116C,0x00A8120C,40,0x007E19D0,non_code:0x0
.?AVArkCreateTeamUI@@,0x00AA3298,0,0x00A81214,0x00A812A4,36,0x007E19D0,non_code:0x0
.?AVArkHallOfFameUI@@,0x00AA32E8,0,0x00A812AC,0x00A81368,47,0x007E19D0,non_code:0xaa3338
.?AVArkManageHabitatsUI@@,0x00AA3338,0,0x00A8136C,0x00A813FC,36,0x007E19D0,non_code:0x0
.?AVArkLandClaimUISmall@@,0x00AA3388,0,0x00A81404,0x00A81494,36,0x007E19D0,non_code:0x0
.?AVArkLandClaimUI@@,0x00AA33D8,0,0x00A814A4,0x00A8153C,38,0x007E19D0,non_code:0x0
.?AVArkLocationListUI@@,0x00AA3428,0,0x00A81544,0x00A815D4,36,0x007E19D0,non_code:0x20294828
.?AVArkLocationInfoUI@@,0x00AA3478,0,0x00A8161C,0x00A816AC,36,0x007E19D0,non_code:0x0
.?AVArkSocietyMessageProgressUI@@,0x00AA34C8,0,0x00A816B4,0x00A81748,37,0x007E19D0,non_code:0xaa3558
.?AVArkSocietyLogUI@@,0x00AA3558,0,0x00A8174C,0x00A817E0,37,0x007E19D0,non_code:0xaa35ac
.?AVArkSocietyMemberInfoUI@@,0x00AA35AC,0,0x00A817E4,0x00A81878,37,0x007E19D0,non_code:0xaa3600
.?AVArkSocietyMemberListUI@@,0x00AA3600,0,0x00A8187C,0x00A81910,37,0x007E19D0,non_code:0xaa3654
.?AVArkSocietyLandAreaListUI@@,0x00AA3654,0,0x00A81914,0x00A819A8,37,0x007E19D0,non_code:0x69707845
.?AVArkSocietyInfoUI@@,0x00AA36A8,0,0x00A819EC,0x00A81A80,37,0x007E19D0,non_code:0xaa36fc
.?AVArkSocietyListUI@@,0x00AA36FC,0,0x00A81A84,0x00A81B18,37,0x007E19D0,non_code:0x202e
.?AVArkSocietyUI@@,0x00AA3750,0,0x00A81B24,0x00A81BB8,37,0x007E19D0,non_code:0xaa37a4
.?AVArkImplantToolUI@@,0x00AA37A4,0,0x00A81BBC,0x00A81C5C,40,0x007E19D0,non_code:0x0
.?AVArkPropertyBoardUI@@,0x00AA37F4,0,0x00A81C64,0x00A81CF4,36,0x007E19D0,non_code:0x3ba3d70a
.?AV?$ArkClientObjectImpl@VArkSurgeonObject@@@@,0x00AA3844,0,0x00A81DFC,0x00A81E3C,16,0x006077C0,non_code:0xaa3960
.?AVArkClientSurgeonImpl@@,0x00AA3960,8,0x00A81E40,0x00A81E54,5,0x00984610,non_code:0x0
.?AVArkClientSurgeonImpl@@,0x00AA38E8,0,0x00A81E5C,0x00A81EA4,18,0x006077C0,non_code:0x0
.?AV?$ArkClientObjectImpl@VArkTicketEventObject@@@@,0x00AA3974,0,0x00A81EAC,0x00A81EEC,16,0x006077C0,non_code:0x0
.?AVArkClientTicketEventImpl@@,0x00AA3A18,0,0x00A81EF4,0x00A81F34,16,0x006077C0,non_code:0x0
.?AV?$ArkClientObjectImpl@VArkPlayerAdObject@@@@,0x00AA3A70,0,0x00A81F3C,0x00A81F7C,16,0x006077C0,non_code:0x0
.?AVArkClientPlayerAdImpl@@,0x00AA3B14,0,0x00A81F84,0x00A81FC4,16,0x006077C0,non_code:0x0
.?AV?$ArkClientObjectImpl@VArkClaimedResourceObject@@@@,0x00AA3B6C,0,0x00A81FCC,0x00A8200C,16,0x006077C0,non_code:0x0
.?AVArkClientClaimedResourceImpl@@,0x00AA3C10,0,0x00A82014,0x00A82054,16,0x006077C0,non_code:0xaa3c68
.?AV?$ComponentImpl@VArkTicketEventUI_Impl@@@ArkUI@@,0x00AA3C68,0,0x00A82058,0x00A82060,2,0x00000000,non_code:0xaa3cb4
.?AV?$WindowImpl@VArkTicketEventUI_Impl@@@ArkUI@@,0x00AA3CB4,0,0x00A82064,0x00A8206C,2,0x00000000,non_code:0xaa3d04
.?AVArkTicketEventUI@@,0x00AA3D04,0,0x00A82070,0x00A82078,2,0x00000000,non_code:0xaa3d58
.?AVArkTicketEventUI_Impl@@,0x00AA3D58,0,0x00A8207C,0x00A821D4,86,0x00775CA0,non_code:0x0
.?AV?$ComponentImpl@VArkTicketActiveEventUI_Impl@@@ArkUI@@,0x00AA3DB0,0,0x00A821E4,0x00A821EC,2,0x00000000,non_code:0xaa3dfc
.?AV?$WindowImpl@VArkTicketActiveEventUI_Impl@@@ArkUI@@,0x00AA3DFC,0,0x00A821F0,0x00A821F8,2,0x00000000,non_code:0xaa3e4c
.?AVArkTicketActiveEventUI@@,0x00AA3E4C,0,0x00A821FC,0x00A82204,2,0x00000000,non_code:0x0
.?AVArkTicketActiveEventUI_Impl@@,0x00AA3EA0,0,0x00A8220C,0x00A8232C,72,0x00775CA0,non_code:0x202e33
.?AVArkTransferUIDialog@@,0x00AA3EF8,0,0x00A8235C,0x00A8247C,72,0x00775CA0,non_code:0xaa3f50
.?AVArkTransferUISelect@@,0x00AA3F50,0,0x00A82480,0x00A824B0,12,0x00619070,non_code:0xaa3fd0
.?AVArkTransferUIBase@@,0x00AA3FD0,0,0x00A824B4,0x00A824E4,12,0x00619070,non_code:0x6c6f4220
.?AVArkTransferUICreditCard@@,0x00AA3FE4,0,0x00A824FC,0x00A8252C,12,0x00619070,non_code:0x303031
.?AVArkTransferUIWithdraw@@,0x00AA4030,0,0x00A82538,0x00A8256C,13,0x00619070,non_code:0x0
.?AVArkTransferUIUkash@@,0x00AA407C,0,0x00A8257C,0x00A825B0,13,0x00619070,non_code:0x2030302e
.?AVArkTransferUICertificate@@,0x00AA40C8,0,0x00A825C0,0x00A825F0,12,0x00619070,non_code:0xaa4114
.?AVArkTransferUIPaynova@@,0x00AA4114,0,0x00A825F4,0x00A82624,12,0x00619070,non_code:0x3035
.?AVArkClientBonusManager@@,0x00AA4160,0,0x00A8262C,0x00A82634,2,0x00000000,non_code:0xaa4200
.?AVArkClientImplantManager@@,0x00AA4200,0,0x00A82638,0x00A8263C,1,0x00000000,non_code:0xaa429c
.?AV?$ComponentImpl@VArkShopkeeperUI_Impl@@@ArkUI@@,0x00AA429C,0,0x00A82640,0x00A82648,2,0x00000000,non_code:0xaa42e8
.?AVArkShopkeeperUI_Impl@@,0x00AA42E8,0,0x00A8264C,0x00A8276C,72,0x00775CA0,non_code:0xaa4340
.?AVArkShopkeeperUI@@,0x00AA4340,0,0x00A82770,0x00A8277C,3,0x00000000,non_code:0xaa43d0
.?AV?$WindowImpl@VArkShopkeeperUI_Impl@@@ArkUI@@,0x00AA43D0,0,0x00A82780,0x00A827A8,10,0x0089C330,non_code:0xaa43e4
.?AVArkLeaveTeamConfirmUIListener@@,0x00AA43E4,0,0x00A827AC,0x00A827C0,5,0x00984610,non_code:0x30706942
.?AV?$ComponentImpl@VArkBankUI_Impl@@@ArkUI@@,0x00AA4430,0,0x00A82DAC,0x00A82DB4,2,0x00000000,non_code:0xaa44ec
.?AVArkBankUI@@,0x00AA44EC,0,0x00A82DB8,0x00A82DC0,2,0x00000000,non_code:0xaa457c
.?AV?$WindowImpl@VArkBankUI_Impl@@@ArkUI@@,0x00AA457C,0,0x00A82DC4,0x00A82DCC,2,0x00000000,non_code:0xaa4590
.?AV?$Table@$02@ArkUI@@,0x00AA4590,0,0x00A82DD0,0x00A82DD8,2,0x00000000,non_code:0xaa45e0
.?AV?$Table@$04@ArkUI@@,0x00AA45E0,0,0x00A82DDC,0x00A82DE4,2,0x00000000,non_code:0xaa4630
.?AV?$Row@$02@ArkUI@@,0x00AA4630,0,0x00A82DE8,0x00A82DF0,2,0x00000000,non_code:0xaa4680
.?AV?$Row@$04@ArkUI@@,0x00AA4680,0,0x00A82DF4,0x00A82DFC,2,0x00000000,non_code:0x0
.?AV?$Row_Impl@$02@ArkUI@@,0x00AA46D0,0,0x00A82E04,0x00A82F24,72,0x00775CA0,non_code:0x0
.?AV?$Row_Impl@$04@ArkUI@@,0x00AA4728,0,0x00A82F2C,0x00A8304C,72,0x00775CA0,non_code:0xaa4780
.?AV?$ComponentImpl@VPanel_Impl@ArkUI@@@ArkUI@@,0x00AA4780,0,0x00A83050,0x00A83058,2,0x00000000,non_code:0xaa47cc
.?AVArkBankUI_Impl@@,0x00AA47CC,0,0x00A8305C,0x00A8317C,72,0x00775CA0,non_code:0xaa4824
.?AVPanel@ArkUI@@,0x00AA4824,0,0x00A83180,0x00A83270,60,0x00585180,non_code:0xaa4874
.?AVSceneFeederObjectExtraData@@,0x00AA4874,0,0x00A83274,0x00A832B0,15,0x00864230,non_code:0x6e656353
.?AV?$ComponentImpl@VArkPlayerAdModifyUI_Impl@@@ArkUI@@,0x00AA4904,0,0x00A832D4,0x00A832DC,2,0x00000000,non_code:0xaa4950
.?AV?$WindowImpl@VArkPlayerAdModifyUI_Impl@@@ArkUI@@,0x00AA4950,0,0x00A832E0,0x00A832E8,2,0x00000000,non_code:0xaa49a0
.?AVArkPlayerAdModifyUI@@,0x00AA49A0,0,0x00A832EC,0x00A832F4,2,0x00000000,non_code:0x0
.?AVArkPlayerAdModifyUI_Impl@@,0x00AA49F4,0,0x00A832FC,0x00A8341C,72,0x00775CA0,non_code:0x2520
.?AV?$ComponentImpl@VArkPlayerAdUI_Impl@@@ArkUI@@,0x00AA4A4C,0,0x00A8342C,0x00A83434,2,0x00000000,non_code:0x0
.?AVArkPlayerAdUI_Impl@@,0x00AA4A98,0,0x00A8343C,0x00A8355C,72,0x00775CA0,non_code:0xaa4af0
.?AV?$WindowImpl@VArkPlayerAdUI_Impl@@@ArkUI@@,0x00AA4AF0,0,0x00A83560,0x00A83568,2,0x00000000,non_code:0xaa4b40
.?AVArkPlayerAdUI@@,0x00AA4B40,0,0x00A8356C,0x00A83574,2,0x00000000,non_code:0x7320
.?AVArkGenericRequestUIListener@@,0x00AA4B94,0,0x00A83750,0x00A8376C,7,0x0065B050,non_code:0x0
.?AVArkSkillTransferUI_Impl@@,0x00AA4BE0,0,0x00A83774,0x00A83894,72,0x00775CA0,non_code:0xaa4c38
.?AV?$ComponentImpl@VArkSkillTransferUI_Impl@@@ArkUI@@,0x00AA4C38,0,0x00A83898,0x00A838A0,2,0x00000000,non_code:0xaa4c84
.?AVArkSkillTransferUI@@,0x00AA4C84,0,0x00A838A4,0x00A838B0,3,0x00000000,non_code:0xaa4d14
.?AV?$WindowImpl@VArkSkillTransferUI_Impl@@@ArkUI@@,0x00AA4D14,0,0x00A838B4,0x00A838F4,16,0x00585180,non_code:0xaa4d28
.?AV?$ComponentImpl@VArkParticipantContentUploadUI_Impl@@@ArkUI@@,0x00AA4D28,0,0x00A838F8,0x00A83900,2,0x00000000,non_code:0x746e455c
.?AV?$WindowImpl@VArkParticipantContentUploadUI_Impl@@@ArkUI@@,0x00AA4D74,0,0x00A83920,0x00A83928,2,0x00000000,non_code:0xaa4dc4
.?AVArkParticipantContentUploadUI@@,0x00AA4DC4,0,0x00A8392C,0x00A83934,2,0x00000000,non_code:0x0
.?AVArkParticipantContentUploadUI_Impl@@,0x00AA4E18,0,0x00A8393C,0x00A83A8C,84,0x00775CA0,non_code:0x2a
.?AV?$ComponentImpl@VArkTicketCalendarUI_Impl@@@ArkUI@@,0x00AA4E70,0,0x00A83A94,0x00A83A9C,2,0x00000000,non_code:0xaa4ebc
.?AVArkTicketCalendarUI@@,0x00AA4EBC,0,0x00A83AA0,0x00A83AAC,3,0x00000000,non_code:0xaa4f4c
.?AV?$WindowImpl@VArkTicketCalendarUI_Impl@@@ArkUI@@,0x00AA4F4C,0,0x00A83AB0,0x00A83AB8,2,0x00000000,non_code:0xaa4f60
.?AVArkTicketCalendarUI_Impl@@,0x00AA4F60,0,0x00A83ABC,0x00A83BEC,76,0x00775CA0,non_code:0xaa4fb8
.?AVerror_category@system@boost@@,0x00AA4FB8,0,0x00A83BF0,0x00A83C08,6,0x0066C0A0,non_code:0x6f727265
.?AVssl_category@detail@error@asio@boost@@,0x00AA5020,0,0x00A83C2C,0x00A83C44,6,0x0066C0A0,non_code:0x6f697361
.?AVservice@io_service@asio@boost@@,0x00AA5070,0,0x00A83C64,0x00A83C6C,2,0x00000000,non_code:0xaa5114
.?AV?$basic_ofstream@DV?$char_traits@D@stlp_std@@@filesystem@boost@@,0x00AA5114,144,0x00A83C70,0x00A83C74,1,0x00000000,non_code:0xaa51e8
.?AV?$sp_counted_impl_p@Ubase@?$signal@$$A6AXVtribool@logic@boost@@ABV?$basic_string@DV?$char_traits@D@stlp_std@@V?$allocator@D@2@@stlp_std@@ABVArkFileDesc@@@Z@signals@ark@@@detail@boost@@,0x00AA51E8,0,0x00A83C78,0x00A83C88,4,0x008E0010,non_code:0xaa5234
.?AV?$sp_counted_impl_p@Udo_init@?$winsock_init@$01$0A@@detail@asio@boost@@@detail@boost@@,0x00AA5234,0,0x00A83C8C,0x00A83C9C,4,0x008E0010,non_code:0xaa52bc
.?AV?$sp_counted_impl_pd@PAXUnoop_deleter@?$win_iocp_socket_service@Vtcp@ip@asio@boost@@@detail@asio@boost@@@detail@boost@@,0x00AA52BC,0,0x00A83CA0,0x00A83CB0,4,0x0066C5C0,non_code:0xaa5344
.?AVmisc_category@detail@error@asio@boost@@,0x00AA5344,0,0x00A83CB4,0x00A83CCC,6,0x0066C0A0,non_code:0x6f697361
.?AUbase@?$signal@$$A6AXVtribool@logic@boost@@ABV?$basic_string@DV?$char_traits@D@stlp_std@@V?$allocator@D@2@@stlp_std@@ABVArkFileDesc@@@Z@signals@ark@@,0x00AA5394,0,0x00A83D58,0x00A83D5C,1,0x00000000,non_code:0x0
.?AVwin_iocp_io_service@detail@asio@boost@@,0x00AA53E0,0,0x00A83D7C,0x00A83D94,6,0x00884030,non_code:0xaa5434
.?AV?$win_iocp_socket_service@Vtcp@ip@asio@boost@@@detail@asio@boost@@,0x00AA5434,0,0x00A83D98,0x00A83DA0,2,0x00000000,non_code:0x736e6977
.?AV?$stream_socket_service@Vtcp@ip@asio@boost@@@asio@boost@@,0x00AA5488,0,0x00A83E08,0x00A83E20,6,0x0066E550,non_code:0xaa54dc
.?AVArkClientFileUploadSignal@@,0x00AA54DC,0,0x00A83E24,0x00A83E2C,2,0x00000000,non_code:0x656c6946
.?AV?$sp_counted_impl_p@Ubase@?$signal@$$A6AX_NI@Z@signals@ark@@@detail@boost@@,0x00AA5544,0,0x00A83E58,0x00A83E68,4,0x008E0010,non_code:0xaa5590
.?AUbase@?$signal@$$A6AX_NI@Z@signals@ark@@,0x00AA5590,0,0x00A83E6C,0x00A83E80,5,0x00672BB0,non_code:0x656c6946
.?AV?$sp_counted_impl_p@Ubase@?$signal@$$A6AX_NABV?$vector@VArkFileDesc@@V?$allocator@VArkFileDesc@@@stlp_std@@@stlp_std@@@Z@signals@ark@@@detail@boost@@,0x00AA55DC,0,0x00A83EB4,0x00A83EC4,4,0x008E0010,non_code:0xaa5628
.?AUbase@?$signal@$$A6AX_NABV?$vector@VArkFileDesc@@V?$allocator@VArkFileDesc@@@stlp_std@@@stlp_std@@@Z@signals@ark@@,0x00AA5628,0,0x00A83EC8,0x00A83EF4,11,0x006770F0,non_code:0xaa5674
.?AV?$sp_counted_impl_p@Ubase@?$signal@$$A6AX_NABVArkFileDesc@@@Z@signals@ark@@@detail@boost@@,0x00AA5674,0,0x00A83EF8,0x00A83F08,4,0x008E0010,non_code:0xaa56c0
.?AUbase@?$signal@$$A6AX_NABVArkFileDesc@@@Z@signals@ark@@,0x00AA56C0,0,0x00A83F0C,0x00A83F28,7,0x00678F30,non_code:0x656c6946
.?AVArkClientDynamicSlave@@,0x00AA570C,0,0x00A83F64,0x00A83F7C,6,0x0095D4FA,non_code:0x3f800000
.?AVArkClientDynamicObject@@,0x00AA5720,0,0x00A83FB4,0x00A83FBC,2,0x00000000,non_code:0xaa5734
.?AVArkOptionUIEntry@@,0x00AA5734,0,0x00A83FC0,0x00A83FD4,5,0x007E19D0,non_code:0x0
.?AVArkManageLandUI@@,0x00AA5748,0,0x00A83FDC,0x00A8406C,36,0x007E19D0,non_code:0x0
.?AVArkSocietyUIBase@@,0x00AA5798,0,0x00A84074,0x00A84108,37,0x007E19D0,non_code:0x3f60e0e1
.?AV?$ComponentImpl@VArkAdScreenUI_Impl@@@ArkUI@@,0x00AA57AC,0,0x00A8415C,0x00A84164,2,0x00000000,non_code:0xaa57f8
.?AV?$WindowImpl@VArkAdScreenUI_Impl@@@ArkUI@@,0x00AA57F8,0,0x00A84168,0x00A84170,2,0x00000000,non_code:0xaa5848
.?AVArkAdScreenUI@@,0x00AA5848,0,0x00A84174,0x00A8417C,2,0x00000000,non_code:0x0
.?AVArkAdScreenUI_Impl@@,0x00AA589C,0,0x00A84184,0x00A842B4,76,0x00775CA0,non_code:0xaa58f4
.?AV?$ComponentImpl@VArkTicketPrizeUI_Impl@@@ArkUI@@,0x00AA58F4,0,0x00A842B8,0x00A842C0,2,0x00000000,non_code:0xaa5940
