nif,nitrishape_block,texturing_property_ref,arktexture_block,arktexture_entry_idx
496633.nif,777,172,68,39
496633.nif,784,173,68,40
496633.nif,788,174,68,41
496633.nif,793,175,68,42
496633.nif,796,176,68,43
496633.nif,804,185,68,44
496633.nif,811,186,68,45
496633.nif,815,187,68,46
496633.nif,820,188,68,47
496633.nif,823,189,68,48
496633.nif,831,198,68,49
496633.nif,838,199,68,50
496633.nif,842,200,68,51
496633.nif,847,201,68,52
496633.nif,850,202,68,53
496633.nif,858,211,68,54
496633.nif,865,212,68,55
496633.nif,869,213,68,56
496633.nif,874,214,68,57
496633.nif,877,215,68,58
496633.nif,885,224,68,59
496633.nif,892,225,68,60
496633.nif,896,226,68,61
496633.nif,901,227,68,62
496633.nif,904,228,68,63
496633.nif,912,237,68,64
496633.nif,919,238,68,65
496633.nif,923,239,68,66
496633.nif,928,240,68,67
496633.nif,931,241,68,68
496633.nif,939,250,68,69
496633.nif,946,251,68,70
496633.nif,950,252,68,71
496633.nif,955,253,68,72
496633.nif,958,254,68,73
496633.nif,966,263,68,74
496633.nif,973,264,68,75
496633.nif,977,265,68,76
496633.nif,982,266,68,77
496633.nif,985,267,68,78
496633.nif,993,276,68,79
496633.nif,1000,277,68,80
496633.nif,1004,278,68,81
496633.nif,1009,279,68,82
496633.nif,1012,280,68,83
496633.nif,1020,289,68,84
496633.nif,1027,290,68,85
496633.nif,1031,291,68,86
496633.nif,1036,292,68,87
496633.nif,1039,293,68,88
496633.nif,1047,302,68,89
496633.nif,1054,303,68,90
496633.nif,1058,304,68,91
496633.nif,1063,305,68,92
496633.nif,1066,306,68,93
496633.nif,1074,315,68,94
496633.nif,1081,316,68,95
496633.nif,1085,317,68,96
496633.nif,1090,318,68,97
496633.nif,1093,319,68,98
496633.nif,1101,328,68,99
496633.nif,1108,329,68,100
496633.nif,1112,330,68,101
496633.nif,1117,354,68,134
496633.nif,1117,354,68,135
496633.nif,1123,370,68,141
496633.nif,1129,371,68,142
496633.nif,1135,372,68,143
496633.nif,1142,347,68,130
496633.nif,1147,348,68,131
496633.nif,1232,349,68,132
496633.nif,1232,349,68,133
496633.nif,1245,359,68,136
496633.nif,1245,359,68,137
496729.nif,13,14,100,15
496729.nif,13,14,100,16
496729.nif,17,18,100,17
496729.nif,22,23,100,7
496729.nif,42,43,100,4
496729.nif,42,43,100,5
496729.nif,49,50,100,0
496729.nif,49,50,100,1
496729.nif,56,57,100,2
496729.nif,56,57,100,3
496729.nif,63,64,100,14
496729.nif,71,72,100,12
496729.nif,71,72,100,13
496729.nif,75,76,100,10
496729.nif,75,76,100,11
496729.nif,79,80,100,8
496729.nif,79,80,100,9
496729.nif,86,87,100,18
496729.nif,94,95,100,19
496729.nif,107,101,100,6
496735.nif,6,7,111,2
496735.nif,10,11,111,0
496735.nif,18,19,111,17
496735.nif,24,25,111,24
496735.nif,28,29,111,5
496735.nif,32,33,111,6
496735.nif,36,37,111,7
496735.nif,40,41,111,4
496735.nif,44,45,111,1
496735.nif,48,49,111,8
496735.nif,52,53,111,3
496735.nif,56,57,111,14
496735.nif,60,61,111,15
496735.nif,64,65,111,9
496735.nif,64,65,111,10
496735.nif,74,75,111,13
496735.nif,78,79,111,12
496735.nif,82,83,111,16
496735.nif,87,88,111,20
496735.nif,87,88,111,21
496735.nif,94,95,111,22
496735.nif,94,95,111,23
496735.nif,101,102,111,18
496735.nif,101,102,111,19
496735.nif,107,108,111,11
496799.nif,48,49,83,17
496799.nif,52,53,83,18
496799.nif,52,53,83,19
496799.nif,66,67,83,20
496799.nif,70,71,83,21
496799.nif,70,71,83,22
496799.nif,101,84,83,0
496799.nif,101,84,83,1
496799.nif,104,85,83,2
496799.nif,104,85,83,3
496799.nif,107,86,83,4
496799.nif,107,86,83,5
496799.nif,110,87,83,6
496799.nif,110,87,83,7
496799.nif,113,88,83,8
496799.nif,113,88,83,9
496799.nif,116,89,83,10
496799.nif,116,89,83,11
496799.nif,119,90,83,12
496799.nif,119,90,83,13
496799.nif,122,91,83,14
496799.nif,122,91,83,15
496799.nif,122,91,83,16
496799.nif,183,92,83,25
496799.nif,183,92,83,26
497131.nif,6,7,67,7
497131.nif,6,7,67,8
497131.nif,16,17,67,11
497131.nif,16,17,67,12
497131.nif,21,22,67,2
497131.nif,25,26,67,13
497131.nif,25,26,67,14
497131.nif,30,31,67,0
497131.nif,30,31,67,1
497131.nif,46,47,67,9
497131.nif,46,47,67,10
497131.nif,52,53,67,5
497131.nif,52,53,67,6
497131.nif,59,60,67,3
497131.nif,59,60,67,4
497458.nif,11,4,3,0
497459.nif,8,9,42,3
497459.nif,19,20,42,0
497459.nif,27,28,42,2
497459.nif,31,32,42,1
497459.nif,35,36,42,4
497459.nif,35,36,42,5
497460.nif,9,10,30,2
497460.nif,9,10,30,3
497460.nif,14,15,30,0
497460.nif,14,15,30,1
497460.nif,23,24,30,4
497460.nif,23,24,30,5
497610.nif,5,6,12,65
497610.nif,55,33,12,59
497610.nif,60,30,12,58
497610.nif,68,13,12,0
497610.nif,68,13,12,1
497610.nif,68,13,12,2
497610.nif,70,20,12,25
497610.nif,70,20,12,26
497610.nif,70,20,12,27
497610.nif,73,21,12,28
497610.nif,73,21,12,29
497610.nif,73,21,12,30
497610.nif,75,22,12,31
497610.nif,75,22,12,32
497610.nif,75,22,12,33
497610.nif,75,22,12,34
497610.nif,77,23,12,35
497610.nif,77,23,12,36
497610.nif,77,23,12,37
497610.nif,77,23,12,38
497610.nif,79,24,12,39
497610.nif,79,24,12,40
497610.nif,79,24,12,41
497610.nif,79,24,12,42
497610.nif,81,25,12,43
497610.nif,81,25,12,44
497610.nif,81,25,12,45
497610.nif,81,25,12,46
497610.nif,83,26,12,47
497610.nif,83,26,12,48
497610.nif,83,26,12,49
497610.nif,83,26,12,50
497610.nif,85,27,12,51
497610.nif,85,27,12,52
497610.nif,85,27,12,53
497610.nif,87,28,12,54
497610.nif,87,28,12,55
497610.nif,87,28,12,56
497610.nif,89,14,12,3
497610.nif,89,14,12,4
497610.nif,89,14,12,5
497610.nif,89,14,12,6
497610.nif,91,15,12,7
497610.nif,91,15,12,8
497610.nif,91,15,12,9
497610.nif,91,15,12,10
497610.nif,93,16,12,11
497610.nif,93,16,12,12
497610.nif,93,16,12,13
497610.nif,93,16,12,14
497610.nif,95,17,12,15
497610.nif,95,17,12,16
497610.nif,95,17,12,17
497610.nif,98,18,12,18
497610.nif,98,18,12,19
497610.nif,98,18,12,20
497610.nif,98,18,12,21
497610.nif,101,19,12,22
497610.nif,101,19,12,23
497610.nif,101,19,12,24
497610.nif,104,36,12,60
497610.nif,104,36,12,61
497610.nif,108,43,12,62
497610.nif,108,43,12,63
497610.nif,114,50,12,64
497703.nif,9,10,244,29
497703.nif,17,18,244,21
497703.nif,25,26,244,22
497703.nif,33,34,244,23
497703.nif,41,42,244,24
497703.nif,49,50,244,25
497703.nif,57,58,244,26
497703.nif,65,66,244,27
497703.nif,73,74,244,28
497703.nif,81,82,244,0
497703.nif,89,90,244,1
497703.nif,97,98,244,2
497703.nif,105,106,244,3
497703.nif,113,114,244,4
497703.nif,121,122,244,5
497703.nif,129,130,244,6
497703.nif,137,138,244,7
497703.nif,137,138,244,8
497703.nif,151,152,244,9
497703.nif,159,160,244,10
497703.nif,167,168,244,11
497703.nif,175,176,244,12
497703.nif,183,184,244,13
497703.nif,191,192,244,14
497703.nif,199,200,244,15
497703.nif,207,208,244,16
497703.nif,215,216,244,17
497703.nif,223,224,244,18
497703.nif,231,232,244,19
497703.nif,239,240,244,20
498768.nif,7,8,289,44
498768.nif,7,8,289,45
498768.nif,14,15,289,46
498768.nif,14,15,289,47
498768.nif,20,21,289,48
498768.nif,20,21,289,49
498768.nif,26,27,289,50
498768.nif,26,27,289,51
498768.nif,33,34,289,52
498768.nif,33,34,289,53
498768.nif,40,41,289,54
498768.nif,40,41,289,55
498768.nif,46,47,289,56
498768.nif,46,47,289,57
498768.nif,52,53,289,58
498768.nif,52,53,289,59
498768.nif,59,60,289,60
498768.nif,59,60,289,61
498768.nif,66,67,289,42
498768.nif,66,67,289,43
498768.nif,75,76,289,38
498768.nif,75,76,289,39
498768.nif,84,85,289,40
498768.nif,84,85,289,41
498768.nif,93,94,289,0
498768.nif,104,105,289,1
498768.nif,115,116,289,2
498768.nif,126,127,289,3
498768.nif,137,138,289,4
498768.nif,148,149,289,5
498768.nif,159,160,289,6
498768.nif,170,171,289,7
498768.nif,181,182,289,8
498768.nif,192,193,289,9
498768.nif,203,204,289,10
498768.nif,214,215,289,11
498768.nif,225,226,289,12
498768.nif,236,237,289,13
498768.nif,247,248,289,14
498768.nif,258,259,289,15
498768.nif,269,270,289,16
498768.nif,280,281,289,17
498768.nif,402,309,289,37
498768.nif,408,301,289,29
498768.nif,414,302,289,30
498768.nif,420,303,289,31
498768.nif,426,304,289,32
498768.nif,432,305,289,33
498768.nif,438,306,289,34
498768.nif,444,307,289,35
498768.nif,450,308,289,36
498768.nif,456,290,289,18
498768.nif,462,291,289,19
498768.nif,468,292,289,20
498768.nif,473,293,289,21
498768.nif,478,294,289,22
498768.nif,483,295,289,23
498768.nif,488,296,289,24
498768.nif,493,297,289,25
498768.nif,498,298,289,26
498768.nif,503,299,289,27
498768.nif,508,300,289,28
498768.nif,590,310,289,62
498768.nif,590,310,289,63
498768.nif,590,310,289,64
498768.nif,593,312,289,68
498768.nif,593,312,289,69
498768.nif,596,313,289,70
498768.nif,596,313,289,71
498768.nif,599,314,289,72
498768.nif,599,314,289,73
498768.nif,602,315,289,74
498768.nif,602,315,289,75
498768.nif,602,315,289,76
498768.nif,605,316,289,77
498768.nif,605,316,289,78
498768.nif,605,316,289,79
498768.nif,608,317,289,80
498768.nif,608,317,289,81
498768.nif,608,317,289,82
498768.nif,611,318,289,83
498768.nif,611,318,289,84
498768.nif,614,319,289,85
498768.nif,614,319,289,86
498768.nif,614,319,289,87
498768.nif,617,320,289,88
498768.nif,617,320,289,89
498768.nif,620,311,289,65
498768.nif,620,311,289,66
498768.nif,620,311,289,67
498879.nif,12,5,3,1
498879.nif,12,5,3,2
498879.nif,12,5,3,3
498885.nif,12,5,3,1
498885.nif,12,5,3,2
498890.nif,13,5,3,1
498890.nif,13,5,3,2
498895.nif,11,5,3,1
498895.nif,11,5,3,2
498900.nif,13,5,3,1
498900.nif,13,5,3,2
498904.nif,12,5,3,1
498904.nif,12,5,3,2
498935.nif,11,4,3,0
498935.nif,11,4,3,1
498940.nif,10,4,3,0
498943.nif,10,4,3,0
498943.nif,10,4,3,1
498955.nif,12,4,3,0
498955.nif,12,4,3,1
499033.nif,6,7,56,26
499033.nif,6,7,56,27
499033.nif,6,7,56,28
499033.nif,10,11,56,0
499033.nif,10,11,56,1
499033.nif,14,15,56,2
499033.nif,14,15,56,3
499033.nif,17,18,56,4
499033.nif,17,18,56,5
499033.nif,25,26,56,9
499033.nif,25,26,56,10
499033.nif,44,45,56,6
499033.nif,44,45,56,7
499033.nif,44,45,56,8
499033.nif,72,67,56,23
499033.nif,72,67,56,24
499033.nif,72,67,56,25
499033.nif,77,62,56,14
499033.nif,81,57,56,11
499033.nif,81,57,56,12
499033.nif,81,57,56,13
499033.nif,87,64,56,17
499033.nif,87,64,56,18
499033.nif,90,65,56,19
499033.nif,90,65,56,20
499033.nif,92,66,56,21
499033.nif,92,66,56,22
499034.nif,23,4,3,0
499034.nif,23,4,3,1
499034.nif,23,4,3,2
499035.nif,9,10,65,5
499035.nif,18,19,65,6
499035.nif,35,36,65,7
499035.nif,44,45,65,0
499035.nif,53,54,65,1
499035.nif,53,54,65,2
499035.nif,58,59,65,3
499035.nif,58,59,65,4
499518.nif,14,15,55,0
499518.nif,14,15,55,1
499518.nif,14,15,55,2
499518.nif,21,22,55,3
499518.nif,21,22,55,4
499518.nif,21,22,55,5
500070.nif,107,102,101,0
500119.nif,5,6,12,0
500119.nif,5,6,12,1
500119.nif,5,6,12,2
500459.nif,192,187,186,0
500459.nif,192,187,186,1
500634.nif,112,107,106,0
500690.nif,20,8,3,12
500690.nif,20,8,3,13
500690.nif,24,4,3,0
500690.nif,24,4,3,1
500690.nif,24,4,3,2
500690.nif,27,5,3,3
500690.nif,27,5,3,4
500690.nif,27,5,3,5
500690.nif,30,6,3,6
500690.nif,30,6,3,7
500690.nif,30,6,3,8
500690.nif,32,7,3,9
500690.nif,32,7,3,10
500690.nif,32,7,3,11
500690.nif,35,9,3,14
500690.nif,35,9,3,15
500690.nif,38,10,3,16
500690.nif,38,10,3,17
500690.nif,41,11,3,18
500690.nif,41,11,3,19
500690.nif,44,12,3,20
500690.nif,44,12,3,21
500714.nif,11,4,3,0
500717.nif,11,4,3,0
500718.nif,11,4,3,0
500719.nif,11,4,3,0
500720.nif,11,4,3,0
500721.nif,11,4,3,0
500722.nif,11,4,3,0
500723.nif,11,4,3,0
500724.nif,11,4,3,0
500725.nif,12,4,3,0
500725.nif,12,4,3,1
500726.nif,12,4,3,0
500726.nif,12,4,3,1
500727.nif,12,4,3,0
500727.nif,12,4,3,1
500728.nif,12,4,3,0
500728.nif,12,4,3,1
500785.nif,11,4,3,0
500785.nif,11,4,3,1
500807.nif,11,4,3,0
500807.nif,11,4,3,1
500815.nif,11,4,3,0
500815.nif,11,4,3,1
500836.nif,10,4,3,0
500836.nif,10,4,3,1
500845.nif,10,4,3,0
500845.nif,10,4,3,1
500846.nif,10,4,3,0
500846.nif,10,4,3,1
500847.nif,10,4,3,0
500847.nif,10,4,3,1
500848.nif,10,4,3,0
500848.nif,10,4,3,1
500857.nif,10,4,3,0
500858.nif,10,4,3,0
500859.nif,10,4,3,0
500860.nif,10,4,3,0
500861.nif,10,4,3,0
500900.nif,57,7,3,7
500900.nif,57,7,3,8
500900.nif,62,4,3,0
500900.nif,62,4,3,1
500900.nif,65,5,3,2
500900.nif,65,5,3,3
500900.nif,68,6,3,4
500900.nif,68,6,3,5
500900.nif,68,6,3,6
500913.nif,12,4,3,0
500913.nif,12,4,3,1
500913.nif,15,5,3,2
500939.nif,13,4,3,0
500939.nif,13,4,3,1
500945.nif,12,4,3,0
500945.nif,12,4,3,1
500950.nif,10,4,3,0
501038.nif,11,4,3,0
501084.nif,11,4,3,0
501084.nif,11,4,3,1
501084.nif,16,5,3,2
501084.nif,16,5,3,3
501087.nif,11,4,3,0
501087.nif,11,4,3,1
501087.nif,16,5,3,2
501087.nif,16,5,3,3
501089.nif,11,4,3,0
501089.nif,11,4,3,1
501089.nif,16,5,3,2
501089.nif,16,5,3,3
50113.nif,18,7,2,4
50113.nif,26,6,2,3
50113.nif,34,9,2,7
50113.nif,38,10,2,8
50113.nif,43,11,2,9
50113.nif,50,4,2,0
50113.nif,50,4,2,1
50113.nif,54,5,2,2
50113.nif,58,12,2,10
50113.nif,63,8,2,5
50113.nif,63,8,2,6
50113.nif,71,13,2,11
50126.nif,18,7,2,4
50126.nif,26,6,2,3
50126.nif,34,9,2,7
50126.nif,38,10,2,8
50126.nif,43,11,2,9
50126.nif,50,4,2,0
50126.nif,50,4,2,1
50126.nif,54,5,2,2
50126.nif,58,12,2,10
50126.nif,63,8,2,5
50126.nif,63,8,2,6
50126.nif,71,13,2,11
50138.nif,6,7,70,4
50138.nif,14,15,70,3
50138.nif,22,23,70,7
50138.nif,26,27,70,8
50138.nif,31,32,70,9
50138.nif,38,39,70,0
50138.nif,38,39,70,1
50138.nif,43,44,70,2
50138.nif,48,49,70,10
50138.nif,53,54,70,5
50138.nif,53,54,70,6
50138.nif,61,62,70,11
501464.nif,12,4,3,0
501464.nif,12,4,3,1
501464.nif,12,4,3,2
501469.nif,12,4,3,0
501469.nif,12,4,3,1
501485.nif,6,7,86,10
501485.nif,6,7,86,11
501485.nif,6,7,86,12
501485.nif,14,15,86,5
501485.nif,25,26,86,6
501485.nif,34,35,86,7
501485.nif,34,35,86,8
501485.nif,34,35,86,9
501485.nif,42,43,86,3
501485.nif,42,43,86,4
501485.nif,48,49,86,17
501485.nif,48,49,86,18
501485.nif,48,49,86,19
501485.nif,55,56,86,13
501485.nif,64,65,86,30
501485.nif,64,65,86,31
501485.nif,64,65,86,32
501485.nif,69,70,86,0
501485.nif,69,70,86,1
501485.nif,69,70,86,2
501485.nif,74,75,86,14
501485.nif,74,75,86,15
501485.nif,74,75,86,16
501485.nif,79,80,86,27
501485.nif,79,80,86,28
501485.nif,79,80,86,29
501502.nif,7,8,22,0
501549.nif,206,200,199,0
501549.nif,206,200,199,1
501634.nif,71,66,65,0
501730.nif,99,100,136,0
501730.nif,113,114,136,22
501730.nif,127,128,136,23
50189.nif,22,23,33,0
50189.nif,27,28,33,1
50201.nif,11,12,37,0
50201.nif,22,23,37,2
50201.nif,31,32,37,1
50230.nif,9,10,21,0
50230.nif,15,16,21,1
502841.nif,28,19,3,17
502841.nif,33,20,3,18
502841.nif,33,20,3,19
502841.nif,37,21,3,20
502841.nif,37,21,3,21
502841.nif,41,14,3,11
502841.nif,41,14,3,12
502841.nif,45,11,3,8
502841.nif,47,12,3,9
502841.nif,51,13,3,10
502841.nif,60,5,3,2
502841.nif,62,6,3,3
502841.nif,64,7,3,4
502841.nif,66,8,3,5
502841.nif,68,9,3,6
502841.nif,70,10,3,7
502841.nif,74,4,3,0
502841.nif,74,4,3,1
502864.nif,23,10,3,7
502864.nif,23,10,3,8
502864.nif,45,4,3,0
502864.nif,45,4,3,1
502864.nif,47,5,3,2
502864.nif,49,6,3,3
502864.nif,51,7,3,4
502864.nif,53,8,3,5
502876.nif,19,4,3,0
502876.nif,19,4,3,1
502876.nif,19,4,3,2
502876.nif,22,5,3,3
502876.nif,22,5,3,4
502876.nif,22,5,3,5
502876.nif,24,6,3,6
502876.nif,24,6,3,7
502876.nif,24,6,3,8
502876.nif,28,12,3,18
502876.nif,28,12,3,19
502876.nif,32,10,3,12
502876.nif,32,10,3,13
502876.nif,32,10,3,14
502876.nif,34,11,3,15
502876.nif,34,11,3,16
502876.nif,34,11,3,17
502947.nif,6,7,15,0
503065.nif,10,4,3,0
503065.nif,10,4,3,1
503065.nif,10,4,3,2
503088.nif,16,4,3,0
503088.nif,16,4,3,1
503088.nif,16,4,3,2
503088.nif,19,5,3,3
503088.nif,19,5,3,4
503088.nif,19,5,3,5
503088.nif,21,6,3,6
503088.nif,21,6,3,7
503088.nif,21,6,3,8
503088.nif,25,9,3,11
503088.nif,25,9,3,12
503103.nif,25,5,3,2
503103.nif,27,6,3,3
503103.nif,29,7,3,4
503103.nif,37,11,3,10
503103.nif,37,11,3,11
503103.nif,48,10,3,8
503103.nif,48,10,3,9
503103.nif,52,8,3,5
503103.nif,52,8,3,6
503103.nif,55,4,3,0
503103.nif,55,4,3,1
503185.nif,13,4,3,0
503185.nif,13,4,3,1
503185.nif,13,4,3,2
503185.nif,16,5,3,3
503185.nif,16,5,3,4
503185.nif,16,5,3,5
503197.nif,10,4,3,0
503197.nif,10,4,3,1
503302.nif,6,7,15,0
503437.nif,10,4,3,0
503437.nif,10,4,3,1
503440.nif,10,4,3,0
503440.nif,10,4,3,1
503443.nif,10,4,3,0
503443.nif,10,4,3,1
503446.nif,10,4,3,0
503446.nif,10,4,3,1
503461.nif,10,4,3,0
503461.nif,10,4,3,1
503465.nif,22,4,3,0
503465.nif,22,4,3,1
503469.nif,10,4,3,0
503469.nif,10,4,3,1
503473.nif,5,10,13,0
503473.nif,5,10,13,1
503473.nif,21,14,13,2
503473.nif,21,14,13,3
503474.nif,5,10,13,0
503474.nif,5,10,13,1
503474.nif,21,14,13,2
503474.nif,21,14,13,3
503475.nif,5,10,21,2
503475.nif,5,10,21,3
503475.nif,13,18,21,0
503475.nif,13,18,21,1
503476.nif,8,13,24,0
503476.nif,8,13,24,1
503476.nif,16,21,24,2
503476.nif,16,21,24,3
503501.nif,10,4,3,0
503501.nif,10,4,3,1
503502.nif,10,4,3,0
503502.nif,10,4,3,1
503503.nif,10,4,3,0
503503.nif,10,4,3,1
503514.nif,10,4,3,0
503514.nif,10,4,3,1
503515.nif,22,4,3,0
503515.nif,22,4,3,1
503516.nif,24,4,3,0
503516.nif,24,4,3,1
503526.nif,10,4,3,0
503526.nif,10,4,3,1
503527.nif,10,4,3,0
503527.nif,10,4,3,1
503528.nif,10,4,3,0
503528.nif,10,4,3,1
503675.nif,9,4,3,0
503675.nif,9,4,3,1
503684.nif,9,4,3,0
503684.nif,9,4,3,1
503732.nif,25,28,55,2
503770.nif,28,6,3,3
503770.nif,34,5,3,2
503770.nif,39,4,3,0
503770.nif,39,4,3,1
503770.nif,45,7,3,4
503770.nif,45,7,3,5
503770.nif,47,8,3,6
503770.nif,50,9,3,7
503770.nif,53,10,3,8
503770.nif,53,10,3,9
503770.nif,53,10,3,10
503770.nif,57,15,3,11
503770.nif,57,15,3,12
503770.nif,59,16,3,13
503770.nif,59,16,3,14
503770.nif,61,17,3,15
503770.nif,61,17,3,16
503770.nif,61,17,3,17
503798.nif,85,4,3,0
503798.nif,92,72,3,98
503798.nif,95,73,3,99
503798.nif,95,73,3,100
503798.nif,95,73,3,101
503798.nif,100,42,3,38
503798.nif,100,42,3,39
503798.nif,103,43,3,40
503798.nif,103,43,3,41
503798.nif,106,44,3,42
503798.nif,106,44,3,43
503798.nif,109,45,3,44
503798.nif,109,45,3,45
503798.nif,112,46,3,46
503798.nif,112,46,3,47
503798.nif,115,47,3,48
503798.nif,115,47,3,49
503798.nif,156,66,3,86
503798.nif,159,67,3,87
503798.nif,159,67,3,88
503798.nif,159,67,3,89
503798.nif,165,74,3,102
503798.nif,168,75,3,103
503798.nif,168,75,3,104
503798.nif,168,75,3,105
503798.nif,174,68,3,90
503798.nif,177,69,3,91
503798.nif,177,69,3,92
503798.nif,177,69,3,93
503798.nif,183,64,3,82
503798.nif,186,65,3,83
503798.nif,186,65,3,84
503798.nif,186,65,3,85
503798.nif,192,76,3,106
503798.nif,195,77,3,107
503798.nif,195,77,3,108
503798.nif,195,77,3,109
503798.nif,201,62,3,78
503798.nif,204,63,3,79
503798.nif,204,63,3,80
503798.nif,204,63,3,81
503798.nif,210,70,3,94
503798.nif,213,71,3,95
503798.nif,213,71,3,96
503798.nif,213,71,3,97
503798.nif,219,60,3,74
503798.nif,222,61,3,75
503798.nif,222,61,3,76
503798.nif,222,61,3,77
503798.nif,228,56,3,66
503798.nif,231,57,3,67
503798.nif,231,57,3,68
503798.nif,231,57,3,69
503798.nif,237,52,3,58
503798.nif,240,53,3,59
503798.nif,240,53,3,60
503798.nif,240,53,3,61
503798.nif,246,78,3,110
503798.nif,249,79,3,111
503798.nif,249,79,3,112
503798.nif,249,79,3,113
503798.nif,255,58,3,70
503798.nif,258,59,3,71
503798.nif,258,59,3,72
503798.nif,258,59,3,73
503798.nif,264,54,3,62
503798.nif,267,55,3,63
503798.nif,267,55,3,64
503798.nif,267,55,3,65
503798.nif,273,50,3,54
503798.nif,276,51,3,55
503798.nif,276,51,3,56
503798.nif,276,51,3,57
503798.nif,282,48,3,50
503798.nif,285,49,3,51
503798.nif,285,49,3,52
503798.nif,285,49,3,53
503798.nif,290,5,3,1
503798.nif,295,6,3,2
503916.nif,55,30,3,39
503916.nif,61,20,3,19
503916.nif,61,20,3,20
503916.nif,64,24,3,27
503916.nif,64,24,3,28
503916.nif,67,25,3,29
503916.nif,67,25,3,30
503916.nif,70,26,3,31
503916.nif,70,26,3,32
503916.nif,73,27,3,33
503916.nif,73,27,3,34
503916.nif,76,28,3,35
503916.nif,76,28,3,36
503916.nif,79,29,3,37
503916.nif,79,29,3,38
503916.nif,82,21,3,21
503916.nif,82,21,3,22
503916.nif,85,22,3,23
503916.nif,85,22,3,24
503916.nif,88,23,3,25
503916.nif,88,23,3,26
503916.nif,93,37,3,46
503916.nif,93,37,3,47
503916.nif,95,38,3,48
503916.nif,98,39,3,49
503916.nif,98,39,3,50
503916.nif,102,40,3,51
503916.nif,102,40,3,52
503916.nif,104,41,3,53
503916.nif,108,42,3,54
503916.nif,108,42,3,55
503916.nif,110,43,3,56
503916.nif,114,44,3,57
503916.nif,114,44,3,58
503916.nif,116,45,3,59
503916.nif,119,46,3,60
503916.nif,119,46,3,61
503916.nif,122,47,3,62
503916.nif,122,47,3,63
503916.nif,127,4,3,0
503916.nif,134,9,3,8
503916.nif,141,10,3,9
503916.nif,146,48,3,64
503916.nif,146,48,3,65
503916.nif,149,49,3,66
503916.nif,149,49,3,67
503916.nif,152,50,3,68
503916.nif,152,50,3,69
503916.nif,157,19,3,18
503916.nif,164,18,3,17
503916.nif,171,17,3,16
503916.nif,178,16,3,15
503916.nif,185,15,3,14
503916.nif,192,14,3,13
503916.nif,199,13,3,12
503916.nif,206,12,3,11
503916.nif,213,11,3,10
503916.nif,220,8,3,7
503916.nif,226,6,3,3
503916.nif,226,6,3,4
503916.nif,229,7,3,5
503916.nif,229,7,3,6
503916.nif,232,5,3,1
503916.nif,232,5,3,2
504184.nif,28,7,3,3
504184.nif,32,9,3,5
504184.nif,35,10,3,6
504184.nif,35,10,3,7
504184.nif,38,11,3,8
504184.nif,41,12,3,9
504184.nif,43,13,3,10
504184.nif,45,14,3,11
504184.nif,47,15,3,12
504184.nif,50,8,3,4
504184.nif,56,21,3,20
504184.nif,56,21,3,21
504184.nif,63,19,3,16
504184.nif,63,19,3,17
504184.nif,70,20,3,18
504184.nif,70,20,3,19
504184.nif,75,16,3,13
504184.nif,85,17,3,14
504184.nif,90,4,3,0
504184.nif,95,18,3,15
504216.nif,17,10,3,6
504216.nif,21,8,3,4
504216.nif,24,9,3,5
504216.nif,29,11,3,7
504216.nif,33,6,3,2
504216.nif,36,7,3,3
504231.nif,16,9,3,6
504231.nif,16,9,3,7
504231.nif,20,7,3,3
504231.nif,20,7,3,4
504231.nif,22,8,3,5
504246.nif,14,7,3,4
504246.nif,14,7,3,5
504246.nif,17,6,3,2
504246.nif,17,6,3,3
504277.nif,13,4,3,0
504277.nif,13,4,3,1
504277.nif,13,4,3,2
504277.nif,17,5,3,3
504298.nif,14,6,3,2
504298.nif,14,6,3,3
504298.nif,16,7,3,4
504299.nif,13,6,3,2
504299.nif,13,6,3,3
504299.nif,15,7,3,4
504327.nif,25,4,3,0
504327.nif,25,4,3,1
504327.nif,27,9,3,10
504327.nif,27,9,3,11
504327.nif,29,10,3,12
504327.nif,29,10,3,13
504327.nif,31,11,3,14
504327.nif,31,11,3,15
504327.nif,33,12,3,16
504327.nif,33,12,3,17
504327.nif,35,13,3,18
504327.nif,35,13,3,19
504327.nif,37,14,3,20
504327.nif,37,14,3,21
504327.nif,39,15,3,22
504327.nif,39,15,3,23
504327.nif,41,16,3,24
504327.nif,41,16,3,25
504327.nif,45,17,3,26
504327.nif,45,17,3,27
504327.nif,47,5,3,2
504327.nif,47,5,3,3
504327.nif,49,6,3,4
504327.nif,49,6,3,5
504327.nif,53,7,3,6
504327.nif,53,7,3,7
504327.nif,55,8,3,8
504327.nif,55,8,3,9
504327.nif,60,18,3,28
504327.nif,63,19,3,29
504401.nif,13,14,39,8
504401.nif,13,14,39,9
504401.nif,48,41,39,1
504401.nif,48,41,39,2
504401.nif,48,41,39,3
504401.nif,54,42,39,4
504401.nif,61,40,39,0
504453.nif,10,4,3,0
504489.nif,10,4,3,0
504489.nif,10,4,3,1
504496.nif,11,4,3,0
504496.nif,11,4,3,1
504503.nif,10,4,3,0
504503.nif,10,4,3,1
504561.nif,11,4,3,0
504561.nif,11,4,3,1
504561.nif,13,5,3,2
504569.nif,11,4,3,0
504569.nif,11,4,3,1
504569.nif,13,5,3,2
504578.nif,11,4,3,0
504578.nif,11,4,3,1
504578.nif,13,5,3,2
504595.nif,11,4,3,0
504595.nif,11,4,3,1
504595.nif,13,5,3,2
504600.nif,11,4,3,0
504600.nif,11,4,3,1
