nif,nitrishape_block,texturing_property_ref,arktexture_block,arktexture_entry_idx
565158.nif,45,14,3,14
565158.nif,50,13,3,9
565158.nif,50,13,3,10
565158.nif,50,13,3,11
565161.nif,32,15,3,11
565161.nif,32,15,3,12
565161.nif,32,15,3,13
565161.nif,32,15,3,14
565161.nif,34,18,3,21
565161.nif,34,18,3,22
565161.nif,34,18,3,23
565161.nif,37,19,3,24
565161.nif,37,19,3,25
565161.nif,37,19,3,26
565161.nif,39,20,3,27
565161.nif,39,20,3,28
565161.nif,39,20,3,29
565161.nif,41,21,3,30
565161.nif,41,21,3,31
565161.nif,41,21,3,32
565161.nif,44,22,3,33
565161.nif,44,22,3,34
565161.nif,44,22,3,35
565161.nif,44,22,3,36
565161.nif,46,23,3,37
565161.nif,46,23,3,38
565161.nif,46,23,3,39
565161.nif,48,24,3,40
565161.nif,48,24,3,41
565161.nif,48,24,3,42
565161.nif,50,25,3,43
565161.nif,50,25,3,44
565161.nif,50,25,3,45
565161.nif,50,25,3,46
565161.nif,53,16,3,15
565161.nif,53,16,3,16
565161.nif,53,16,3,17
565161.nif,55,17,3,18
565161.nif,55,17,3,19
565161.nif,55,17,3,20
565167.nif,29,21,7,26
565167.nif,29,21,7,27
565167.nif,29,21,7,28
565167.nif,35,15,7,7
565167.nif,35,15,7,8
565167.nif,35,15,7,9
565167.nif,35,15,7,10
565167.nif,37,17,7,14
565167.nif,37,17,7,15
565167.nif,37,17,7,16
565167.nif,40,18,7,17
565167.nif,40,18,7,18
565167.nif,40,18,7,19
565167.nif,42,19,7,20
565167.nif,42,19,7,21
565167.nif,42,19,7,22
565167.nif,44,20,7,23
565167.nif,44,20,7,24
565167.nif,44,20,7,25
565167.nif,46,16,7,11
565167.nif,46,16,7,12
565167.nif,46,16,7,13
565189.nif,26,15,3,15
565189.nif,26,15,3,16
565189.nif,26,15,3,17
565189.nif,26,15,3,18
565189.nif,28,16,3,19
565189.nif,28,16,3,20
565189.nif,28,16,3,21
565189.nif,30,17,3,22
565189.nif,30,17,3,23
565189.nif,30,17,3,24
565189.nif,32,18,3,25
565189.nif,32,18,3,26
565189.nif,32,18,3,27
565189.nif,32,18,3,28
565189.nif,34,19,3,29
565189.nif,34,19,3,30
565189.nif,34,19,3,31
565189.nif,36,20,3,32
565189.nif,36,20,3,33
565189.nif,36,20,3,34
565189.nif,38,21,3,35
565189.nif,38,21,3,36
565189.nif,38,21,3,37
565189.nif,38,21,3,38
565189.nif,41,13,3,9
565189.nif,41,13,3,10
565189.nif,41,13,3,11
565189.nif,47,14,3,12
565189.nif,47,14,3,13
565189.nif,47,14,3,14
565311.nif,60,56,55,0
565311.nif,60,56,55,1
565556.nif,63,58,55,4
565556.nif,63,58,55,5
565556.nif,71,57,55,2
565556.nif,71,57,55,3
565556.nif,79,56,55,0
565556.nif,79,56,55,1
565687.nif,22,10,3,10
565687.nif,22,10,3,11
565687.nif,27,11,3,12
565687.nif,27,11,3,13
565687.nif,32,12,3,14
565687.nif,32,12,3,15
565687.nif,37,13,3,16
565687.nif,37,13,3,17
565687.nif,42,14,3,18
565687.nif,42,14,3,19
565687.nif,47,15,3,20
565687.nif,47,15,3,21
565687.nif,52,16,3,22
565687.nif,52,16,3,23
565687.nif,57,17,3,24
565687.nif,57,17,3,25
565687.nif,63,7,3,3
565687.nif,63,7,3,4
565687.nif,63,7,3,5
565687.nif,66,8,3,6
565687.nif,66,8,3,7
565687.nif,69,9,3,8
565687.nif,69,9,3,9
565690.nif,62,57,55,2
565690.nif,62,57,55,3
565690.nif,70,58,55,4
565690.nif,70,58,55,5
565690.nif,78,56,55,0
565690.nif,78,56,55,1
565691.nif,60,55,54,0
565691.nif,60,55,54,1
565819.nif,61,56,54,2
565819.nif,61,56,54,3
565819.nif,69,57,54,4
565819.nif,69,57,54,5
565819.nif,77,55,54,0
565819.nif,77,55,54,1
566105.nif,61,56,55,0
566105.nif,61,56,55,1
566115.nif,61,56,54,2
566115.nif,61,56,54,3
566115.nif,69,55,54,0
566115.nif,69,55,54,1
566232.nif,61,57,55,2
566232.nif,61,57,55,3
566232.nif,69,56,55,0
566232.nif,69,56,55,1
566323.nif,60,55,54,0
566323.nif,60,55,54,1
566323.nif,68,56,54,2
566323.nif,68,56,54,3
566356.nif,60,55,54,0
566356.nif,60,55,54,1
566356.nif,68,56,54,2
566356.nif,68,56,54,3
566380.nif,60,55,54,0
566380.nif,60,55,54,1
566482.nif,61,57,55,2
566482.nif,61,57,55,3
566482.nif,69,56,55,0
566482.nif,69,56,55,1
566498.nif,63,57,55,2
566498.nif,63,57,55,3
566498.nif,71,59,55,6
566498.nif,71,59,55,7
566498.nif,79,56,55,0
566498.nif,79,56,55,1
566498.nif,87,58,55,4
566498.nif,87,58,55,5
566576.nif,64,57,55,2
566576.nif,64,57,55,3
566576.nif,72,59,55,6
566576.nif,72,59,55,7
566576.nif,80,56,55,0
566576.nif,80,56,55,1
566576.nif,88,58,55,4
566576.nif,88,58,55,5
566586.nif,62,56,54,2
566586.nif,62,56,54,3
566586.nif,70,58,54,6
566586.nif,70,58,54,7
566586.nif,78,55,54,0
566586.nif,78,55,54,1
566586.nif,86,57,54,4
566586.nif,86,57,54,5
566623.nif,60,56,55,0
566623.nif,60,56,55,1
566633.nif,62,57,55,2
566633.nif,62,57,55,3
566633.nif,70,58,55,4
566633.nif,70,58,55,5
566633.nif,78,56,55,0
566633.nif,78,56,55,1
566670.nif,61,56,55,0
566670.nif,61,56,55,1
566670.nif,69,57,55,2
566670.nif,69,57,55,3
566701.nif,62,56,54,2
566701.nif,62,56,54,3
566701.nif,70,57,54,4
566701.nif,70,57,54,5
566701.nif,78,58,54,6
566701.nif,78,58,54,7
566701.nif,86,55,54,0
566701.nif,86,55,54,1
566758.nif,61,56,54,2
566758.nif,61,56,54,3
566758.nif,69,57,54,4
566758.nif,69,57,54,5
566758.nif,77,55,54,0
566758.nif,77,55,54,1
566785.nif,63,56,54,2
566785.nif,63,56,54,3
566785.nif,71,57,54,4
566785.nif,71,57,54,5
566785.nif,79,58,54,6
566785.nif,79,58,54,7
566785.nif,87,55,54,0
566785.nif,87,55,54,1
566906.nif,64,57,55,2
566906.nif,64,57,55,3
566906.nif,72,58,55,4
566906.nif,72,58,55,5
566906.nif,80,59,55,6
566906.nif,80,59,55,7
566906.nif,88,56,55,0
566906.nif,88,56,55,1
567157.nif,60,56,55,0
567157.nif,60,56,55,1
567178.nif,60,56,55,0
567178.nif,60,56,55,1
567250.nif,60,56,55,0
567250.nif,60,56,55,1
567279.nif,66,59,54,8
567279.nif,66,59,54,9
567279.nif,75,61,54,12
567279.nif,75,61,54,13
567279.nif,84,62,54,14
567279.nif,84,62,54,15
567279.nif,92,57,54,4
567279.nif,92,57,54,5
567279.nif,100,58,54,6
567279.nif,100,58,54,7
567279.nif,108,60,54,10
567279.nif,108,60,54,11
567279.nif,117,55,54,0
567279.nif,117,55,54,1
567279.nif,125,56,54,2
567279.nif,125,56,54,3
567391.nif,60,55,54,0
567391.nif,60,55,54,1
567391.nif,68,56,54,2
567391.nif,68,56,54,3
567400.nif,61,56,55,0
567400.nif,61,56,55,1
567400.nif,69,57,55,2
567400.nif,69,57,55,3
568024.nif,59,55,54,0
568024.nif,59,55,54,1
568102.nif,61,56,54,2
568102.nif,61,56,54,3
568102.nif,69,57,54,4
568102.nif,69,57,54,5
568102.nif,77,55,54,0
568102.nif,77,55,54,1
568182.nif,67,60,54,10
568182.nif,67,60,54,11
568182.nif,76,58,54,6
568182.nif,76,58,54,7
568182.nif,84,62,54,14
568182.nif,84,62,54,15
568182.nif,93,63,54,16
568182.nif,93,63,54,17
568182.nif,102,57,54,4
568182.nif,102,57,54,5
568182.nif,110,59,54,8
568182.nif,110,59,54,9
568182.nif,119,61,54,12
568182.nif,119,61,54,13
568182.nif,127,55,54,0
568182.nif,127,55,54,1
568182.nif,135,56,54,2
568182.nif,135,56,54,3
568240.nif,60,56,54,2
568240.nif,60,56,54,3
568240.nif,68,55,54,0
568240.nif,68,55,54,1
568317.nif,62,57,55,2
568317.nif,62,57,55,3
568317.nif,70,58,55,4
568317.nif,70,58,55,5
568317.nif,78,56,55,0
568317.nif,78,56,55,1
568349.nif,61,57,55,2
568349.nif,61,57,55,3
568349.nif,69,56,55,0
568349.nif,69,56,55,1
568561.nif,66,59,54,8
568561.nif,66,59,54,9
568561.nif,75,61,54,12
568561.nif,75,61,54,13
568561.nif,84,62,54,14
568561.nif,84,62,54,15
568561.nif,93,57,54,4
568561.nif,93,57,54,5
568561.nif,102,58,54,6
568561.nif,102,58,54,7
568561.nif,110,60,54,10
568561.nif,110,60,54,11
568561.nif,119,55,54,0
568561.nif,119,55,54,1
568561.nif,127,56,54,2
568561.nif,127,56,54,3
569005.nif,61,56,55,0
569005.nif,61,56,55,1
569070.nif,61,56,54,2
569070.nif,61,56,54,3
569070.nif,69,57,54,4
569070.nif,69,57,54,5
569070.nif,77,55,54,0
569070.nif,77,55,54,1
569102.nif,61,56,54,2
569102.nif,61,56,54,3
569102.nif,69,57,54,4
569102.nif,69,57,54,5
569102.nif,77,55,54,0
569102.nif,77,55,54,1
572221.nif,62,57,55,2
572221.nif,62,57,55,3
572221.nif,70,58,55,4
572221.nif,70,58,55,5
572221.nif,78,56,55,0
572221.nif,78,56,55,1
573792.nif,62,57,55,2
573792.nif,62,57,55,3
573792.nif,70,56,55,0
573792.nif,70,56,55,1
573804.nif,67,60,54,10
573804.nif,67,60,54,11
573804.nif,76,58,54,6
573804.nif,76,58,54,7
573804.nif,84,62,54,14
573804.nif,84,62,54,15
573804.nif,93,63,54,16
573804.nif,93,63,54,17
573804.nif,102,57,54,4
573804.nif,102,57,54,5
573804.nif,111,59,54,8
573804.nif,111,59,54,9
573804.nif,119,61,54,12
573804.nif,119,61,54,13
573804.nif,128,55,54,0
573804.nif,128,55,54,1
573804.nif,136,56,54,2
573804.nif,136,56,54,3
574348.nif,62,56,54,2
574348.nif,62,56,54,3
574348.nif,70,58,54,6
574348.nif,70,58,54,7
574348.nif,78,55,54,0
574348.nif,78,55,54,1
574348.nif,86,57,54,4
574348.nif,86,57,54,5
574452.nif,68,60,56,6
574452.nif,68,60,56,7
574452.nif,76,63,56,12
574452.nif,76,63,56,13
574452.nif,84,64,56,14
574452.nif,84,64,56,15
574452.nif,93,59,56,4
574452.nif,93,59,56,5
574452.nif,102,61,56,8
574452.nif,102,61,56,9
574452.nif,110,62,56,10
574452.nif,110,62,56,11
574452.nif,118,57,56,0
574452.nif,118,57,56,1
574452.nif,126,58,56,2
574452.nif,126,58,56,3
574558.nif,69,57,55,2
574558.nif,69,57,55,3
574558.nif,76,61,55,10
574558.nif,76,61,55,11
574558.nif,83,63,55,14
574558.nif,83,63,55,15
574558.nif,90,64,55,16
574558.nif,90,64,55,17
574558.nif,97,59,55,6
574558.nif,97,59,55,7
574558.nif,104,60,55,8
574558.nif,104,60,55,9
574558.nif,111,62,55,12
574558.nif,111,62,55,13
574558.nif,118,56,55,0
574558.nif,118,56,55,1
574558.nif,125,58,55,4
574558.nif,125,58,55,5
574579.nif,68,56,54,2
574579.nif,68,56,54,3
574579.nif,75,60,54,10
574579.nif,75,60,54,11
574579.nif,82,62,54,14
574579.nif,82,62,54,15
574579.nif,89,63,54,16
574579.nif,89,63,54,17
574579.nif,96,58,54,6
574579.nif,96,58,54,7
574579.nif,103,59,54,8
574579.nif,103,59,54,9
574579.nif,110,61,54,12
574579.nif,110,61,54,13
574579.nif,117,55,54,0
574579.nif,117,55,54,1
574579.nif,124,57,54,4
574579.nif,124,57,54,5
574608.nif,68,61,55,10
574608.nif,68,61,55,11
574608.nif,77,59,55,6
574608.nif,77,59,55,7
574608.nif,85,63,55,14
574608.nif,85,63,55,15
574608.nif,94,64,55,16
574608.nif,94,64,55,17
574608.nif,103,58,55,4
574608.nif,103,58,55,5
574608.nif,112,60,55,8
574608.nif,112,60,55,9
574608.nif,120,62,55,12
574608.nif,120,62,55,13
574608.nif,129,56,55,0
574608.nif,129,56,55,1
574608.nif,137,57,55,2
574608.nif,137,57,55,3
574649.nif,61,56,54,2
574649.nif,61,56,54,3
574649.nif,69,57,54,4
574649.nif,69,57,54,5
574649.nif,77,55,54,0
574649.nif,77,55,54,1
574703.nif,68,61,55,10
574703.nif,68,61,55,11
574703.nif,77,59,55,6
574703.nif,77,59,55,7
574703.nif,85,63,55,14
574703.nif,85,63,55,15
574703.nif,93,64,55,16
574703.nif,93,64,55,17
574703.nif,101,58,55,4
574703.nif,101,58,55,5
574703.nif,109,60,55,8
574703.nif,109,60,55,9
574703.nif,117,62,55,12
574703.nif,117,62,55,13
574703.nif,125,56,55,0
574703.nif,125,56,55,1
574703.nif,133,57,55,2
574703.nif,133,57,55,3
574751.nif,62,57,55,2
574751.nif,62,57,55,3
574751.nif,70,58,55,4
574751.nif,70,58,55,5
574751.nif,78,56,55,0
574751.nif,78,56,55,1
574785.nif,60,55,54,0
574785.nif,60,55,54,1
574799.nif,61,56,55,0
574799.nif,61,56,55,1
574817.nif,60,55,54,0
574817.nif,60,55,54,1
574828.nif,61,56,55,0
574828.nif,61,56,55,1
574845.nif,67,57,55,2
574845.nif,67,57,55,3
574845.nif,75,62,55,12
574845.nif,75,62,55,13
574845.nif,83,63,55,14
574845.nif,83,63,55,15
574845.nif,91,59,55,6
574845.nif,91,59,55,7
574845.nif,99,60,55,8
574845.nif,99,60,55,9
574845.nif,107,61,55,10
574845.nif,107,61,55,11
574845.nif,115,56,55,0
574845.nif,115,56,55,1
574845.nif,123,58,55,4
574845.nif,123,58,55,5
574862.nif,60,55,54,0
574862.nif,60,55,54,1
574894.nif,61,56,55,0
574894.nif,61,56,55,1
575080.nif,61,56,55,0
575080.nif,61,56,55,1
575085.nif,60,55,54,0
575085.nif,60,55,54,1
575658.nif,59,55,54,0
575658.nif,59,55,54,1
575671.nif,60,56,55,0
575671.nif,60,56,55,1
575776.nif,67,60,55,8
575776.nif,67,60,55,9
575776.nif,76,62,55,12
575776.nif,76,62,55,13
575776.nif,85,63,55,14
575776.nif,85,63,55,15
575776.nif,94,58,55,4
575776.nif,94,58,55,5
575776.nif,103,59,55,6
575776.nif,103,59,55,7
575776.nif,111,61,55,10
575776.nif,111,61,55,11
575776.nif,120,56,55,0
575776.nif,120,56,55,1
575776.nif,128,57,55,2
575776.nif,128,57,55,3
576008.nif,60,55,54,0
576008.nif,60,55,54,1
576008.nif,68,56,54,2
576008.nif,68,56,54,3
576171.nif,9,4,3,0
576171.nif,9,4,3,1
576352.nif,9,4,3,0
576352.nif,9,4,3,1
576789.nif,26,9,3,5
576789.nif,26,9,3,6
576789.nif,31,10,3,7
576789.nif,31,10,3,8
576789.nif,37,11,3,9
576789.nif,37,11,3,10
576789.nif,42,12,3,11
576789.nif,42,12,3,12
576789.nif,47,13,3,13
576789.nif,47,13,3,14
576789.nif,52,14,3,15
576789.nif,52,14,3,16
576789.nif,57,15,3,17
576789.nif,57,15,3,18
576789.nif,62,16,3,19
576789.nif,62,16,3,20
576789.nif,68,19,3,27
576789.nif,68,19,3,28
576789.nif,68,19,3,29
576789.nif,71,20,3,30
576789.nif,71,20,3,31
576789.nif,71,20,3,32
576789.nif,74,21,3,33
576789.nif,74,21,3,34
576789.nif,74,21,3,35
576789.nif,77,17,3,21
576789.nif,77,17,3,22
576789.nif,77,17,3,23
576789.nif,80,18,3,24
576789.nif,80,18,3,25
576789.nif,80,18,3,26
576791.nif,16,8,3,4
576791.nif,16,8,3,5
576791.nif,16,8,3,6
576791.nif,18,9,3,7
576791.nif,18,9,3,8
576791.nif,18,9,3,9
576791.nif,20,10,3,10
576791.nif,20,10,3,11
576791.nif,20,10,3,12
576791.nif,22,11,3,13
576791.nif,22,11,3,14
576791.nif,22,11,3,15
576795.nif,62,35,3,39
576795.nif,62,35,3,40
576795.nif,62,35,3,41
576795.nif,64,36,3,42
576795.nif,64,36,3,43
576795.nif,64,36,3,44
576795.nif,66,37,3,45
576795.nif,66,37,3,46
576795.nif,66,37,3,47
576795.nif,68,38,3,48
576795.nif,68,38,3,49
576795.nif,68,38,3,50
576795.nif,70,39,3,51
576795.nif,70,39,3,52
576795.nif,70,39,3,53
576795.nif,72,40,3,54
576795.nif,72,40,3,55
576795.nif,72,40,3,56
576795.nif,74,41,3,57
576795.nif,74,41,3,58
576795.nif,74,41,3,59
576795.nif,76,42,3,60
576795.nif,76,42,3,61
576795.nif,76,42,3,62
576795.nif,78,43,3,63
576795.nif,78,43,3,64
576795.nif,78,43,3,65
576795.nif,80,33,3,33
576795.nif,80,33,3,34
576795.nif,80,33,3,35
576795.nif,82,34,3,36
576795.nif,82,34,3,37
576795.nif,82,34,3,38
576795.nif,85,57,3,102
576795.nif,85,57,3,103
576795.nif,90,31,3,27
576795.nif,90,31,3,28
576795.nif,90,31,3,29
576795.nif,92,32,3,30
576795.nif,92,32,3,31
576795.nif,92,32,3,32
576795.nif,95,47,3,75
576795.nif,95,47,3,76
576795.nif,95,47,3,77
576795.nif,97,48,3,78
576795.nif,97,48,3,79
576795.nif,97,48,3,80
576795.nif,99,49,3,81
576795.nif,99,49,3,82
576795.nif,99,49,3,83
576795.nif,101,45,3,69
576795.nif,101,45,3,70
576795.nif,101,45,3,71
576795.nif,103,46,3,72
576795.nif,103,46,3,73
576795.nif,103,46,3,74
576795.nif,106,53,3,93
576795.nif,106,53,3,94
576795.nif,106,53,3,95
576795.nif,111,50,3,84
576795.nif,111,50,3,85
576795.nif,111,50,3,86
576795.nif,116,51,3,87
576795.nif,116,51,3,88
576795.nif,116,51,3,89
576795.nif,121,52,3,90
576795.nif,121,52,3,91
576795.nif,121,52,3,92
576795.nif,126,54,3,96
576795.nif,126,54,3,97
576795.nif,131,55,3,98
576795.nif,131,55,3,99
576795.nif,136,56,3,100
576795.nif,136,56,3,101
576795.nif,141,44,3,66
576795.nif,141,44,3,67
576795.nif,141,44,3,68
576799.nif,26,16,3,20
576799.nif,26,16,3,21
576799.nif,26,16,3,22
576799.nif,28,17,3,23
576799.nif,28,17,3,24
576799.nif,28,17,3,25
576799.nif,30,18,3,26
576799.nif,30,18,3,27
576799.nif,30,18,3,28
576799.nif,32,19,3,29
576799.nif,32,19,3,30
576799.nif,32,19,3,31
576799.nif,34,14,3,14
576799.nif,34,14,3,15
576799.nif,34,14,3,16
576799.nif,36,15,3,17
576799.nif,36,15,3,18
576799.nif,36,15,3,19
576799.nif,39,12,3,8
576799.nif,39,12,3,9
576799.nif,39,12,3,10
576799.nif,42,13,3,11
576799.nif,42,13,3,12
576799.nif,42,13,3,13
576803.nif,30,17,3,19
576803.nif,30,17,3,20
576803.nif,30,17,3,21
576803.nif,32,18,3,22
576803.nif,32,18,3,23
576803.nif,32,18,3,24
576803.nif,34,19,3,25
576803.nif,34,19,3,26
576803.nif,34,19,3,27
576803.nif,36,20,3,28
576803.nif,36,20,3,29
576803.nif,36,20,3,30
576803.nif,38,21,3,31
576803.nif,38,21,3,32
576803.nif,38,21,3,33
576803.nif,40,22,3,34
576803.nif,40,22,3,35
576803.nif,40,22,3,36
576803.nif,42,23,3,37
576803.nif,42,23,3,38
576803.nif,42,23,3,39
576803.nif,44,15,3,13
576803.nif,44,15,3,14
576803.nif,44,15,3,15
576803.nif,46,16,3,16
576803.nif,46,16,3,17
576803.nif,46,16,3,18
576803.nif,49,14,3,10
576803.nif,49,14,3,11
576803.nif,49,14,3,12
576807.nif,26,12,3,8
576807.nif,26,12,3,9
576807.nif,26,12,3,10
576807.nif,29,15,3,17
576807.nif,29,15,3,18
576807.nif,29,15,3,19
576807.nif,31,16,3,20
576807.nif,31,16,3,21
576807.nif,31,16,3,22
576807.nif,33,17,3,23
576807.nif,33,17,3,24
576807.nif,33,17,3,25
576807.nif,35,18,3,26
576807.nif,35,18,3,27
576807.nif,35,18,3,28
576807.nif,37,19,3,29
576807.nif,37,19,3,30
576807.nif,37,19,3,31
576807.nif,39,13,3,11
576807.nif,39,13,3,12
576807.nif,39,13,3,13
576807.nif,41,14,3,14
576807.nif,41,14,3,15
576807.nif,41,14,3,16
576976.nif,67,60,55,8
576976.nif,67,60,55,9
576976.nif,76,62,55,12
576976.nif,76,62,55,13
576976.nif,85,63,55,14
576976.nif,85,63,55,15
576976.nif,94,58,55,4
576976.nif,94,58,55,5
576976.nif,102,59,55,6
576976.nif,102,59,55,7
576976.nif,110,61,55,10
576976.nif,110,61,55,11
576976.nif,119,56,55,0
576976.nif,119,56,55,1
576976.nif,127,57,55,2
576976.nif,127,57,55,3
577197.nif,65,60,57,4
577197.nif,65,60,57,5
577197.nif,73,59,57,2
577197.nif,73,59,57,3
577197.nif,81,61,57,6
577197.nif,81,61,57,7
577197.nif,89,58,57,0
577197.nif,89,58,57,1
577901.nif,61,56,54,2
577901.nif,61,56,54,3
577901.nif,69,55,54,0
577901.nif,69,55,54,1
578441.nif,61,57,55,2
578441.nif,61,57,55,3
578441.nif,69,56,55,0
578441.nif,69,56,55,1
579284.nif,61,56,54,2
579284.nif,61,56,54,3
579284.nif,68,55,54,0
579284.nif,68,55,54,1
579289.nif,62,57,55,2
579289.nif,62,57,55,3
579289.nif,69,56,55,0
579289.nif,69,56,55,1
579739.nif,67,60,55,8
579739.nif,67,60,55,9
579739.nif,75,62,55,12
579739.nif,75,62,55,13
579739.nif,83,63,55,14
579739.nif,83,63,55,15
579739.nif,91,58,55,4
579739.nif,91,58,55,5
579739.nif,99,59,55,6
579739.nif,99,59,55,7
579739.nif,107,61,55,10
579739.nif,107,61,55,11
579739.nif,115,56,55,0
579739.nif,115,56,55,1
579739.nif,123,57,55,2
579739.nif,123,57,55,3
579810.nif,61,57,55,2
579810.nif,61,57,55,3
579810.nif,68,56,55,0
579810.nif,68,56,55,1
579821.nif,62,57,55,2
579821.nif,62,57,55,3
579821.nif,69,56,55,0
579821.nif,69,56,55,1
579840.nif,62,57,55,2
579840.nif,62,57,55,3
579840.nif,69,56,55,0
579840.nif,69,56,55,1
579853.nif,61,57,55,2
579853.nif,61,57,55,3
579853.nif,68,56,55,0
579853.nif,68,56,55,1
579866.nif,61,56,54,2
579866.nif,61,56,54,3
579866.nif,68,55,54,0
579866.nif,68,55,54,1
580079.nif,61,56,54,2
580079.nif,61,56,54,3
580079.nif,68,55,54,0
580079.nif,68,55,54,1
580098.nif,61,56,54,2
580098.nif,61,56,54,3
580098.nif,68,55,54,0
580098.nif,68,55,54,1
580110.nif,61,57,55,2
580110.nif,61,57,55,3
580110.nif,68,56,55,0
580110.nif,68,56,55,1
580140.nif,61,56,54,2
580140.nif,61,56,54,3
580140.nif,68,55,54,0
580140.nif,68,55,54,1
580185.nif,61,56,54,2
580185.nif,61,56,54,3
580185.nif,68,55,54,0
580185.nif,68,55,54,1
580207.nif,61,56,54,2
580207.nif,61,56,54,3
580207.nif,69,55,54,0
580207.nif,69,55,54,1
580224.nif,61,56,54,2
580224.nif,61,56,54,3
580224.nif,68,55,54,0
580224.nif,68,55,54,1
581204.nif,10,4,3,0
581204.nif,10,4,3,1
581204.nif,15,5,3,2
581204.nif,15,5,3,3
581205.nif,11,4,3,0
581205.nif,17,5,3,1
581205.nif,23,6,3,2
581212.nif,11,4,3,0
581212.nif,17,5,3,1
581212.nif,23,6,3,2
581216.nif,11,4,3,0
581216.nif,17,5,3,1
581216.nif,23,6,3,2
581220.nif,11,4,3,0
581220.nif,17,5,3,1
581220.nif,23,6,3,2
581224.nif,11,4,3,0
581224.nif,17,5,3,1
581224.nif,23,6,3,2
581228.nif,11,4,3,0
581228.nif,17,5,3,1
581228.nif,23,6,3,2
581232.nif,11,4,3,0
581232.nif,17,5,3,1
581232.nif,23,6,3,2
581236.nif,11,4,3,0
581236.nif,17,5,3,1
581236.nif,23,6,3,2
581240.nif,11,4,3,0
581240.nif,17,5,3,1
581240.nif,23,6,3,2
581244.nif,11,4,3,0
581244.nif,17,5,3,1
581244.nif,23,6,3,2
581248.nif,11,4,3,0
581248.nif,17,5,3,1
581248.nif,23,6,3,2
581252.nif,11,4,3,0
581252.nif,17,5,3,1
581252.nif,23,6,3,2
581256.nif,11,4,3,0
581256.nif,17,5,3,1
581256.nif,23,6,3,2
581260.nif,11,4,3,0
581260.nif,17,5,3,1
581260.nif,23,6,3,2
581264.nif,11,4,3,0
581264.nif,17,5,3,1
581264.nif,23,6,3,2
581409.nif,14,4,3,0
581409.nif,14,4,3,1
581409.nif,16,5,3,2
581409.nif,16,5,3,3
581409.nif,18,6,3,4
581409.nif,18,6,3,5
581495.nif,9,4,3,0
581572.nif,59,55,54,0
581572.nif,59,55,54,1
581630.nif,7,11,16,2
581630.nif,7,11,16,3
581630.nif,22,17,16,0
581630.nif,22,17,16,1
581676.nif,59,55,54,0
581676.nif,59,55,54,1
581688.nif,60,56,55,0
581688.nif,60,56,55,1
581691.nif,60,56,55,0
581691.nif,60,56,55,1
581707.nif,9,10,18,0
581707.nif,28,19,18,12
581707.nif,28,19,18,13
581772.nif,13,4,3,0
581772.nif,13,4,3,1
581963.nif,61,57,55,2
581963.nif,61,57,55,3
581963.nif,69,56,55,0
581963.nif,69,56,55,1
581970.nif,61,57,55,2
581970.nif,61,57,55,3
581970.nif,69,56,55,0
581970.nif,69,56,55,1
581977.nif,61,57,55,2
581977.nif,61,57,55,3
581977.nif,68,56,55,0
581977.nif,68,56,55,1
581984.nif,61,57,55,2
581984.nif,61,57,55,3
581984.nif,69,56,55,0
581984.nif,69,56,55,1
581991.nif,61,57,55,2
581991.nif,61,57,55,3
581991.nif,69,56,55,0
581991.nif,69,56,55,1
582045.nif,61,57,55,2
